source_id,target_id,pair_id,label,cosine_tfidf,venue_lev,venue_jaccard,venue_relaxed_jaccard,venue_overlap,venue_cosine_tfidf,venue_containment,authors_lev,authors_jaccard,authors_relaxed_jaccard,authors_overlap,authors_cosine_tfidf,authors_containment,year_abs_diff,year_num_equal,title_lev,title_jaccard,title_relaxed_jaccard,title_overlap,title_cosine_tfidf,title_containment
86,48634,86-48634,1,0.9223079846499468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2212,57630,2212-57630,0,0.141901205860001,0.07692307692307687,0.0,0.0,0.0,0.0,0.0,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.275,0.5,0.5,0.0,0.28832023440172694,1.0
1640,11823,1640-11823,0,0.1692099638131493,0.023255813953488413,0.0,0.0,0.0,0.0,0.0,0.13953488372093026,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6129032258064516,0.5,0.5,0.0,0.43854365904081904,0.8333333333333334
1342,2113,1342-2113,0,0.021462842902350985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.24242424242424243,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.33333333333333337,0.35714285714285715,0.35714285714285715,0.0,0.0,0.5555555555555556
528,43088,528-43088,0,0.09663517971820546,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5952380952380952,0.25,0.42857142857142855,0.0,0.17502197527261715,0.5
1920,1560,1920-1560,0,0.07258146034919166,0.07407407407407407,0.0,0.0,0.0,1.0,0.0,0.1578947368421053,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.4516129032258065,0.4,0.4,0.0,0.1254153819383288,0.6666666666666666
2506,52821,2506-52821,0,0.1156968664070013,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.18181818181818177,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.40740740740740744,0.2727272727272727,0.2727272727272727,0.0,0.23705746797532762,0.42857142857142855
2151,35798,2151-35798,0,0.18964044066029176,0.036363636363636376,0.0,0.0,0.0,0.0,0.0,0.5833333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6060912440812748,1.0,-1.0,-1.0,0.32727272727272727,0.2727272727272727,0.2727272727272727,0.0,0.24178677887265115,0.6
1637,1596,1637-1596,0,0.12900101567195507,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0
563,59808,563-59808,0,0.09408957249533362,0.18181818181818177,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3623188405797102,0.21428571428571427,0.21428571428571427,0.0,0.19321659916188721,0.42857142857142855
254,6397,254-6397,0,0.08715173353701416,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.4444444444444444,0.3076923076923077,0.3076923076923077,0.0,0.1580083434158843,0.5
2272,6326,2272-6326,0,0.13169548967107317,0.16216216216216217,0.1111111111111111,0.1111111111111111,0.0,0.08740528136554711,0.25,0.25,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5161290322580645,0.23076923076923078,0.23076923076923078,0.0,0.27245038263258775,0.42857142857142855
1326,23335,1326-23335,0,0.5272166635851873,0.3666666666666667,0.14285714285714285,0.14285714285714285,0.0,0.21188035707931138,0.5,0.696969696969697,0.8,0.8,0.0,0.7917196834876769,1.0,-1.0,-1.0,0.5111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.46382758911187477,0.6
2342,35760,2342-35760,0,0.28885282090322584,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0.0,0.6363636363636364,0.5,0.5,0.0,0.5546584972977755,1.0
874,24044,874-24044,0,0.0476995115900914,0.23076923076923073,0.0,0.0,0.0,0.0,0.0,0.08823529411764708,0.09090909090909091,0.09090909090909091,0.0,0.0,0.5,-1.0,-1.0,0.29032258064516125,0.16666666666666666,0.16666666666666666,0.0,0.18112965550460192,0.5
1872,44931,1872-44931,0,0.2065526457747342,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5573770491803278,0.23076923076923078,0.23076923076923078,0.0,0.38471257170517464,0.375
1842,12676,1842-12676,0,0.0378647957789428,0.07692307692307687,0.0,0.0,0.0,0.0,0.0,0.11538461538461542,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.38888888888888884,0.25,0.25,0.0,0.10765812889399312,0.4
933,59279,933-59279,0,0.10486314819366191,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,0.0,0.19444444444444442,0.2857142857142857,0.2857142857142857,0.0,0.23577545690694235,0.5
1884,53983,1884-53983,1,0.533415643790692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5714285714285714,0.1111111111111111,0.25,0.0,0.20897117189075554,0.25,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0
1131,49781,1131-49781,0,0.05236673887020045,0.07692307692307687,0.0,0.0,0.0,0.0,0.0,0.13793103448275867,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5625,0.3333333333333333,0.3333333333333333,0.0,0.11177228211641338,0.6666666666666666
1922,57406,1922-57406,0,0.08379205819426148,0.20833333333333337,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0,1.0,0.45187791057870186,1.0
1742,36645,1742-36645,1,0.9217379986307608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
280,25877,280-25877,0,0.05243385826477011,0.2954545454545454,0.2857142857142857,0.2857142857142857,0.0,0.3878302239933913,1.0,0.08064516129032262,0.043478260869565216,0.09090909090909091,0.0,0.0,0.3333333333333333,13.0,0.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,0.15059342029318895,0.4
580,339,580-339,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6666666666666667,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0
584,43284,584-43284,1,0.6048937688160002,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.5652173913043479,0.6666666666666666,0.6666666666666666,0.0,0.7953605969134026,1.0,-1.0,-1.0,0.72,0.5555555555555556,0.75,0.0,0.33487617582509777,0.8333333333333334
2483,10507,2483-10507,0,0.27879705102054736,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0.0,0.5909090909090908,0.25,0.6666666666666666,0.0,0.4359436600813305,0.5
207,3882,207-3882,0,0.33902975109856615,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0.0,0.2702702702702703,0.35714285714285715,0.35714285714285715,0.0,0.4099033154136116,0.625
2330,7916,2330-7916,0,0.3470468408701974,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.5384615384615384,0.5,0.5,0.0,0.7096228586014793,1.0
1419,58713,1419-58713,0,0.18024068429704396,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.23076923076923073,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5217391304347826,0.4,0.4,0.0,0.3247505720915861,0.5714285714285714
1365,18229,1365-18229,0,0.06375858007188384,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.44999999999999996,0.2857142857142857,0.2857142857142857,0.0,0.17284585567961722,0.5
42,2235,42-2235,0,0.09250375277040176,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
659,17331,659-17331,0,0.2006769022211824,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08333333333333337,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5625,0.375,0.375,0.0,0.45188095115962984,0.6
1190,53516,1190-53516,1,0.765153053078269,0.1333333333333333,0.2,0.2,0.0,0.29749394489493597,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,-1.0,-1.0,0.8596491228070176,0.875,0.875,0.0,0.8491031911943709,1.0
1913,31541,1913-31541,0,0.146226141446554,0.051724137931034475,0.0,0.0,0.0,0.0,0.0,0.2894736842105263,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.36111111111111116,0.2857142857142857,0.2857142857142857,0.0,0.3669305444593436,0.6666666666666666
1701,26265,1701-26265,0,0.10223250878022666,1.0,1.0,1.0,1.0,1.0,1.0,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.3571428571428571,0.3333333333333333,0.3333333333333333,0.0,0.1427819424030854,0.5
797,52892,797-52892,0,0.14167790684061368,0.3513513513513513,0.3333333333333333,0.3333333333333333,0.0,0.4052598241762897,1.0,0.17500000000000004,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.38636363636363635,0.4444444444444444,0.4444444444444444,0.0,0.28331113865739826,0.6666666666666666
6,42009,6-42009,0,0.12601273018217593,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.19444444444444442,0.09090909090909091,0.09090909090909091,0.0,0.0,0.2,-1.0,-1.0,0.3846153846153846,0.3333333333333333,0.3333333333333333,0.0,0.40001961530647256,0.6
2481,53218,2481-53218,1,0.8090319909021118,0.15384615384615385,0.16666666666666666,0.16666666666666666,0.0,0.2935682859720355,0.5,0.9487179487179487,0.5,0.5,0.0,0.843117714517964,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1407,3251,1407-3251,0,0.1645271729167255,0.21739130434782605,0.0,0.0,0.0,0.0,0.0,0.11764705882352944,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.35593220338983056,0.23076923076923078,0.23076923076923078,0.0,0.3166206039785593,0.375
1712,63795,1712-63795,0,0.08812165293118351,0.3548387096774194,0.14285714285714285,0.14285714285714285,0.0,0.2264239225192551,0.5,0.17500000000000004,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.64,0.3333333333333333,0.3333333333333333,0.0,0.204936199117973,0.5
1442,54315,1442-54315,0,0.15634360797675992,0.6153846153846154,0.3333333333333333,0.3333333333333333,0.0,0.275439150941076,0.5,0.05714285714285716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4666666666666667,0.5,0.5,0.0,0.41180883559367215,1.0
606,34045,606-34045,0,0.7065711769756755,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1407,37260,1407-37260,0,0.12541648168809208,0.5384615384615384,0.3333333333333333,0.3333333333333333,0.0,0.447412212799681,0.5,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.34615384615384615,0.3333333333333333,0.3333333333333333,0.0,0.19916387815272368,0.75
1611,38141,1611-38141,0,0.10633387134302097,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3970588235294118,0.3,0.3,0.0,0.2061249295004291,0.75
563,40722,563-40722,0,0.14775889421751015,0.25,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,0.08333333333333333,0.08333333333333333,0.0,0.0,0.3333333333333333,3.0,0.0,0.38,0.4,0.4,0.0,0.3669817429716791,0.5714285714285714
1944,26880,1944-26880,0,0.022514782114185977,0.28205128205128205,0.14285714285714285,0.14285714285714285,0.0,0.0,0.5,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.40740740740740744,0.2,0.2,0.0,0.07097345845296822,0.4
1152,21028,1152-21028,0,0.1905521486918811,0.02777777777777779,0.0,0.0,0.0,0.0,0.0,0.18518518518518523,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.3571428571428571,0.5,0.5,0.0,0.3718982522232764,0.8
1970,29564,1970-29564,1,0.5390682889142008,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307687,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2232,16106,2232-16106,0,0.08970271274446621,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07894736842105265,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.3928571428571429,0.14285714285714285,0.14285714285714285,0.0,0.17522178204232705,0.3333333333333333
2437,45096,2437-45096,0,0.31151829618988475,0.12903225806451613,0.14285714285714285,0.14285714285714285,0.0,0.3090594514872742,0.5,0.25,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.6599999999999999,0.36363636363636365,0.36363636363636365,0.0,0.5026243395012435,0.5714285714285714
1840,43474,1840-43474,0,0.08201235961681064,0.5384615384615384,0.3333333333333333,0.3333333333333333,0.0,0.447412212799681,0.5,0.2698412698412699,0.0625,0.0625,0.0,0.0,0.14285714285714285,3.0,0.0,0.39534883720930236,0.375,0.5714285714285714,0.0,0.2825240312193959,0.6
1633,33625,1633-33625,0,0.3785824170592801,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
352,50155,352-50155,0,0.2744504589932031,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1785714285714286,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5121951219512195,0.3333333333333333,0.3333333333333333,0.0,0.49844208572611537,0.5
176,15535,176-15535,0,0.1199994441546617,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.31034482758620685,0.25,0.25,0.0,0.37427012815479827,1.0
2220,8129,2220-8129,0,0.10590728350509143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6206896551724138,0.3333333333333333,0.3333333333333333,0.0,0.25058763313115534,0.5
2030,18418,2030-18418,1,0.8769616351586162,1.0,1.0,1.0,1.0,1.0,1.0,0.8235294117647058,0.7142857142857143,0.7142857142857143,0.0,0.8721849234931125,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0
713,31328,713-31328,0,0.16117714238024236,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.17500000000000004,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5416666666666667,0.3333333333333333,0.3333333333333333,0.0,0.24791016784171413,0.6
2125,6343,2125-6343,0,0.10803759638816224,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5142857142857142,0.2857142857142857,0.2857142857142857,0.0,0.29129893902639103,0.5
140,52025,140-52025,0,0.16543026321073626,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.21739130434782605,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.25,0.25,0.0,0.3629093561764438,0.4
1841,26355,1841-26355,0,0.13454849109994116,0.045454545454545414,0.0,0.0,0.0,0.0,0.0,0.07692307692307687,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.4137931034482759,0.2857142857142857,0.2857142857142857,0.0,0.6061714374874245,0.5
2483,14876,2483-14876,0,0.4998775747451922,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
950,63151,950-63151,0,0.13599421434930503,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.12,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5102040816326531,0.3333333333333333,0.3333333333333333,0.0,0.33581890808513937,0.75
1965,26315,1965-26315,0,0.09784815115803183,0.10256410256410253,0.2,0.2,0.0,0.2935682859720355,1.0,0.1071428571428571,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4629629629629629,0.42857142857142855,0.42857142857142855,0.0,0.20413824674137732,0.75
1524,49333,1524-49333,1,0.5894299312039039,0.2075471698113207,0.1111111111111111,0.1111111111111111,0.0,0.3155531950423211,0.5,0.9545454545454546,0.6666666666666666,0.6666666666666666,0.0,0.9206657620370964,0.8,-1.0,-1.0,0.2647058823529411,0.5,0.5,0.0,0.25494579916090343,0.75
1272,36669,1272-36669,0,0.1857607844408068,0.045454545454545414,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3137254901960784,0.2,0.2,0.0,0.3693570818975358,0.4
563,43933,563-43933,0,0.12085897535955817,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.17647058823529416,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.4,0.375,0.375,0.0,0.2621833214213464,0.75
