source_id,target_id,pair_id,label,cosine_tfidf,price_abs_diff,price_num_equal,brand_lev,brand_jaccard,brand_relaxed_jaccard,brand_overlap,brand_containment,title_lev,title_jaccard,title_relaxed_jaccard,title_overlap,title_cosine_tfidf,title_containment,modelno_day_diff,modelno_month_diff,modelno_year_diff,category_lev,category_jaccard,category_relaxed_jaccard,category_overlap,category_containment
1241,18557,1241-18557,0,0.4469205771201327,20.04,0.0,1.0,1.0,1.0,1.0,1.0,0.5866666666666667,0.5,0.5,0.0,0.5440899143563401,0.7777777777777778,-1.0,-1.0,-1.0,0.18518518518518523,0.0,0.0,0.0,0.0
1424,11809,1424-11809,0,0.6100687867445042,0.17000000000001592,0.0,1.0,1.0,1.0,1.0,1.0,0.3689320388349514,0.47368421052631576,0.47368421052631576,0.0,0.7308922922985455,0.9,-1.0,-1.0,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0
1532,14949,1532-14949,0,0.4176662064596372,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.4375,0.45,0.45,0.0,0.5004676291320291,0.6428571428571429,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
978,19689,978-19689,0,0.3718796310478051,18.83,0.0,1.0,1.0,1.0,1.0,1.0,0.5735294117647058,0.46153846153846156,0.46153846153846156,0.0,0.4343022993268403,0.75,-1.0,-1.0,-1.0,0.18518518518518523,0.0,0.0,0.0,0.0
576,18443,576-18443,0,0.4539191428465539,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.6714285714285715,0.5,0.5,0.0,0.4899568580035118,0.7272727272727273,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
99,14509,99-14509,0,0.36804166085944634,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.5051546391752577,0.3076923076923077,0.3076923076923077,0.0,0.3345087055846552,0.5714285714285714,-1.0,-1.0,-1.0,0.5555555555555556,0.5,0.5,0.0,1.0
1136,18198,1136-18198,0,0.5320790647436313,140.0,0.0,0.3846153846153846,0.5,0.5,0.0,1.0,0.7121212121212122,0.5833333333333334,0.5833333333333334,0.0,0.5803514478518348,0.7777777777777778,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
753,8205,753-8205,0,0.12138925540517322,5.0699999999999985,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.38,0.46153846153846156,0.46153846153846156,0.0,0.2856326656453259,0.8571428571428571,-1.0,-1.0,-1.0,0.2666666666666667,0.0,0.0,0.0,0.0
2251,14404,2251-14404,0,0.20508582881218537,50.89,0.0,0.7142857142857143,0.0,0.6666666666666666,0.0,0.0,0.5396825396825398,0.36363636363636365,0.36363636363636365,0.0,0.387285940848089,0.6666666666666666,-1.0,-1.0,-1.0,0.23809523809523814,0.0,0.0,0.0,0.0
700,17837,700-17837,0,0.47022621907567047,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.6714285714285715,0.47368421052631576,0.47368421052631576,0.0,0.5372245344625668,0.6923076923076923,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
284,2675,284-2675,1,0.7138391250233779,9.829999999999998,0.0,1.0,1.0,1.0,1.0,1.0,0.7837837837837838,0.8333333333333334,0.8333333333333334,0.0,0.7862751313865854,1.0,-1.0,-1.0,-1.0,0.2692307692307693,0.0,0.0,0.0,0.0
725,18405,725-18405,0,0.32137701588660766,2.9400000000000013,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5384615384615384,0.47368421052631576,0.47368421052631576,0.0,0.36299238007269397,0.8181818181818182,-1.0,-1.0,-1.0,0.2666666666666667,0.0,0.0,0.0,0.0
2475,15249,2475-15249,0,0.16930356346322628,125.41999999999999,0.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.6666666666666667,0.29411764705882354,0.375,0.0,0.3681909026592605,0.5555555555555556,-1.0,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.0
1605,17203,1605-17203,0,0.32500288103638003,111.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5806451612903225,0.3684210526315789,0.3684210526315789,0.0,0.39136999723449056,0.5833333333333334,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
887,4725,887-4725,0,0.43932503781718824,502.9899999999998,0.0,1.0,1.0,1.0,1.0,1.0,0.48051948051948057,0.3888888888888889,0.3888888888888889,0.0,0.5688003849645885,0.5833333333333334,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
967,18152,967-18152,0,0.3219064209533259,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.5571428571428572,0.3181818181818182,0.3181818181818182,0.0,0.2937840322356779,0.5,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
1070,2487,1070-2487,0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6176470588235294,0.3,0.3,0.0,0.0,0.5,-1.0,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.0
1178,17561,1178-17561,0,0.572841108053224,216.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7758620689655172,0.6153846153846154,0.6153846153846154,0.0,0.7596055686592963,0.8,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
2363,21870,2363-21870,0,0.45505995066665933,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.5164835164835164,0.391304347826087,0.391304347826087,0.0,0.5383811655738691,0.6428571428571429,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
1531,17126,1531-17126,0,0.4834846476040042,626.0,0.0,1.0,1.0,1.0,1.0,1.0,0.63,0.5238095238095238,0.6,0.0,0.5724295436989829,0.8461538461538461,-1.0,-1.0,-1.0,0.21052631578947367,0.0,0.0,0.0,0.0
462,6745,462-6745,0,0.48883968376280673,532.04,0.0,1.0,1.0,1.0,1.0,1.0,0.3472222222222222,0.4444444444444444,0.4444444444444444,0.0,0.582302138105007,0.7272727272727273,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
1979,12918,1979-12918,0,0.41951597832295184,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.453125,0.47058823529411764,0.47058823529411764,0.0,0.47686643171438753,0.6666666666666666,-1.0,-1.0,-1.0,0.23809523809523814,0.0,0.0,0.0,0.0
934,7701,934-7701,0,0.14446045357999046,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.6567164179104478,0.42857142857142855,0.42857142857142855,0.0,0.29093675247755607,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2525,3683,2525-3683,0,0.30382087904051847,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.5084745762711864,0.38461538461538464,0.38461538461538464,0.0,0.361777932387932,0.5555555555555556,-1.0,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.0
1952,7748,1952-7748,0,0.5764290068517257,0.14999999999999858,0.0,1.0,1.0,1.0,1.0,1.0,0.7619047619047619,0.625,0.625,0.0,0.7478936039103503,0.8333333333333334,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0
561,19011,561-19011,0,0.36792071631492496,1169.0,0.0,1.0,1.0,1.0,1.0,1.0,0.676923076923077,0.4444444444444444,0.4444444444444444,0.0,0.45412322638841807,0.6153846153846154,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
2253,1302,2253-1302,0,0.03687516380349051,9.829999999999998,0.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,0.5,0.6666666666666666,0.0,0.07638316634279892,0.8333333333333334,-1.0,-1.0,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0
6,12999,6-12999,0,0.35659271903533013,17.650000000000006,0.0,1.0,1.0,1.0,1.0,1.0,0.48888888888888893,0.5,0.5,0.0,0.49150267925723845,0.7,-1.0,-1.0,-1.0,0.2222222222222222,0.0,0.0,0.0,0.0
1443,12276,1443-12276,0,0.5765543483888904,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4651162790697675,0.625,0.625,0.0,0.6975238238455088,0.8333333333333334,-1.0,-1.0,-1.0,0.35,0.0,0.0,0.0,0.0
2224,10744,2224-10744,0,0.47193148883770153,97.50999999999999,0.0,1.0,1.0,1.0,1.0,1.0,0.3513513513513513,0.5,0.5,0.0,0.5118308072146851,0.75,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
2090,19908,2090-19908,0,0.37068149862604194,195.07,0.0,1.0,1.0,1.0,1.0,1.0,0.620253164556962,0.45,0.45,0.0,0.44970470238800525,0.6923076923076923,-1.0,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.0
2133,5374,2133-5374,0,0.22167256035905492,4.970000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.6136363636363636,0.4,0.4,0.0,0.5359982737343574,0.5714285714285714,-1.0,-1.0,-1.0,0.2666666666666667,0.0,0.0,0.0,0.0
978,2340,978-2340,0,0.0,24.85,0.0,1.0,1.0,1.0,1.0,1.0,0.5492957746478873,0.46153846153846156,0.46153846153846156,0.0,0.0,0.75,-1.0,-1.0,-1.0,0.18518518518518523,0.0,0.0,0.0,0.0
2115,21933,2115-21933,0,0.34668908374881524,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.475,0.47368421052631576,0.47368421052631576,0.0,0.3802668474396829,0.6923076923076923,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
1513,5543,1513-5543,0,0.44820704704093184,6.789999999999999,0.0,1.0,1.0,1.0,1.0,1.0,0.6379310344827587,0.6,0.6,0.0,0.6970483917203953,0.8571428571428571,-1.0,-1.0,-1.0,0.4,0.2,0.2,0.0,0.5
1363,11757,1363-11757,0,0.23336671279940388,16.340000000000003,0.0,1.0,1.0,1.0,1.0,1.0,0.3137254901960784,0.5,0.5,0.0,0.3244157990198415,0.6666666666666666,-1.0,-1.0,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0
444,18601,444-18601,0,0.4321483835089629,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.0,0.375,0.4444444444444444,0.4444444444444444,0.0,0.6124081189904496,0.6666666666666666,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
2546,17381,2546-17381,0,0.35664639657279873,1650.62,0.0,1.0,1.0,1.0,1.0,1.0,0.6301369863013699,0.2631578947368421,0.2631578947368421,0.0,0.4493060826054006,0.4166666666666667,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
2430,14687,2430-14687,0,0.4992257420506689,1954.9899999999998,0.0,1.0,1.0,1.0,1.0,1.0,0.8059701492537313,0.6666666666666666,0.6666666666666666,0.0,0.7009327324597998,0.8333333333333334,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
2305,5249,2305-5249,0,0.1288470132280723,25.14,0.0,0.0,0.0,0.0,0.0,0.0,0.5735294117647058,0.35294117647058826,0.35294117647058826,0.0,0.2592570768545599,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1816,9056,1816-9056,0,0.11776136167128617,103.83000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.6481481481481481,0.3076923076923077,0.3076923076923077,0.0,0.19845913747512225,0.5714285714285714,-1.0,-1.0,-1.0,0.368421052631579,0.0,0.3333333333333333,0.0,0.0
1689,7512,1689-7512,0,0.30850196093177473,49.59,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5068493150684932,0.4090909090909091,0.4090909090909091,0.0,0.42321723408556267,0.6,-1.0,-1.0,-1.0,0.2222222222222222,0.0,0.0,0.0,0.0
673,15183,673-15183,0,0.38459593389739277,105.82999999999998,0.0,1.0,1.0,1.0,1.0,1.0,0.48,0.35714285714285715,0.46153846153846156,0.0,0.4180470758930341,0.5555555555555556,-1.0,-1.0,-1.0,0.26315789473684215,0.0,0.0,0.0,0.0
1192,6608,1192-6608,0,0.08732897709434996,-1.0,-1.0,0.125,0.0,0.0,0.0,0.0,0.3589743589743589,0.25,0.25,0.0,0.1757859448543791,0.42857142857142855,-1.0,-1.0,-1.0,0.09999999999999998,0.0,0.0,0.0,0.0
2433,17845,2433-17845,0,0.7016018389361525,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.6911764705882353,0.75,0.75,0.0,0.8237080818231897,0.9,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
1069,15015,1069-15015,0,0.1987838152276709,18.36,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.36154884188726727,0.5,-1.0,-1.0,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0
1761,6603,1761-6603,0,0.46281818718879186,207.19,0.0,1.0,1.0,1.0,1.0,1.0,0.7352941176470589,0.5384615384615384,0.5384615384615384,0.0,0.5668163131527013,0.7777777777777778,-1.0,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.0
2210,16870,2210-16870,0,0.56767762806861,16.97,0.0,1.0,1.0,1.0,1.0,1.0,0.6372549019607843,0.5882352941176471,0.5882352941176471,0.0,0.6664662714816035,0.8333333333333334,-1.0,-1.0,-1.0,0.10526315789473684,0.0,0.0,0.0,0.0
1454,6767,1454-6767,0,0.2353413048305091,306.27,0.0,1.0,1.0,1.0,1.0,1.0,0.4901960784313726,0.4444444444444444,0.4444444444444444,0.0,0.3671493237137262,0.6666666666666666,-1.0,-1.0,-1.0,0.18518518518518523,0.0,0.0,0.0,0.0
1205,8312,1205-8312,0,0.330170095528925,17.590000000000003,0.0,1.0,1.0,1.0,1.0,1.0,0.40816326530612246,0.2857142857142857,0.2857142857142857,0.0,0.40826456529404864,0.6666666666666666,-1.0,-1.0,-1.0,0.23529411764705888,0.0,0.0,0.0,0.0
1792,10466,1792-10466,0,0.4433273757284154,4.51,0.0,1.0,1.0,1.0,1.0,1.0,0.39682539682539686,0.25,0.25,0.0,0.35162842617216544,0.42857142857142855,-1.0,-1.0,-1.0,0.19999999999999996,0.0,0.0,0.0,0.0
144,9986,144-9986,0,0.37009539016179244,2.120000000000001,0.0,1.0,1.0,1.0,1.0,1.0,0.5869565217391304,0.45454545454545453,0.45454545454545453,0.0,0.3034687875391521,0.7142857142857143,-1.0,-1.0,-1.0,0.2571428571428571,0.0,0.25,0.0,0.0
1162,16958,1162-16958,0,0.6265382179368486,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.6533333333333333,0.5384615384615384,0.5384615384615384,0.0,0.7339455851356071,1.0,-1.0,-1.0,-1.0,0.14814814814814814,0.0,0.0,0.0,0.0
852,20429,852-20429,0,0.38095575912903035,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.7014925373134329,0.4444444444444444,0.4444444444444444,0.0,0.39115645748963956,0.6153846153846154,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
215,10599,215-10599,0,0.46772758444924434,49.82999999999999,0.0,1.0,1.0,1.0,1.0,1.0,0.6115702479338843,0.5,0.5,0.0,0.43411596005736647,0.7647058823529411,-1.0,-1.0,-1.0,0.55,0.6666666666666666,0.6666666666666666,0.0,1.0
693,18678,693-18678,0,0.3178609023912906,29.519999999999996,0.0,1.0,1.0,1.0,1.0,1.0,0.6388888888888888,0.42857142857142855,0.42857142857142855,0.0,0.4838517618754802,0.75,-1.0,-1.0,-1.0,0.11111111111111116,0.0,0.0,0.0,0.0
1963,1019,1963-1019,0,0.04102611019436604,3.8900000000000006,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.7755102040816326,0.7,0.8888888888888888,0.0,0.0196810538340315,0.875,-1.0,-1.0,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0
2549,18325,2549-18325,0,0.328659653779924,313.28999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.48453608247422686,0.3157894736842105,0.3157894736842105,0.0,0.49969010755328164,0.6666666666666666,-1.0,-1.0,-1.0,0.11111111111111116,0.0,0.0,0.0,0.0
2487,19713,2487-19713,0,0.13893770023866314,4.740000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,0.2857142857142857,0.2857142857142857,0.0,0.4141917399997196,0.5,-1.0,-1.0,-1.0,0.6086956521739131,0.25,0.25,0.0,0.5
2472,8791,2472-8791,0,0.621941921720641,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.8260869565217391,0.7333333333333333,0.7333333333333333,0.0,0.7364396816927045,0.8461538461538461,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
2018,20646,2018-20646,0,0.13709142195941226,5.030000000000001,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.5769230769230769,0.21428571428571427,0.21428571428571427,0.0,0.39618211395876607,0.5,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
278,17506,278-17506,0,0.5086788507841163,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.6125,0.47368421052631576,0.47368421052631576,0.0,0.5687460232197469,0.6923076923076923,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2082,4739,2082-4739,0,0.6752987049995692,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333333,0.6842105263157895,0.6842105263157895,0.0,0.8099586336802606,0.8125,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
2548,18724,2548-18724,0,0.17153561939038958,5.399999999999999,0.0,0.1428571428571429,0.0,0.0,0.0,0.0,0.6603773584905661,0.5333333333333333,0.5333333333333333,0.0,0.36413028620782073,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
896,10529,896-10529,0,0.15918229955795785,50.589999999999996,0.0,0.1428571428571429,0.0,0.0,0.0,0.0,0.4328358208955224,0.4117647058823529,0.4117647058823529,0.0,0.3606648680054513,0.6363636363636364,27,0,19,0.23809523809523814,0.0,0.0,0.0,0.0
2089,683,2089-683,0,0.0,168.01,0.0,1.0,1.0,1.0,1.0,1.0,0.5161290322580645,0.5454545454545454,0.5454545454545454,0.0,0.0,0.8571428571428571,-1.0,-1.0,-1.0,0.09999999999999998,0.0,0.0,0.0,0.0
65,1172,65-1172,0,0.0,12.31,0.0,1.0,1.0,1.0,1.0,1.0,0.8611111111111112,0.5714285714285714,0.8333333333333334,0.0,0.0,0.8,-1.0,-1.0,-1.0,0.38888888888888884,0.0,0.3333333333333333,0.0,0.0
2088,17263,2088-17263,1,0.5795805599891832,1.0199999999999996,0.0,1.0,1.0,1.0,1.0,1.0,0.6779661016949152,0.7272727272727273,0.7272727272727273,0.0,0.6829878167980337,1.0,-1.0,-1.0,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0
967,17837,967-17837,0,0.4668839998969674,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.47368421052631576,0.47368421052631576,0.0,0.5193965681079296,0.6923076923076923,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
16,15183,16-15183,0,0.3622160154549202,31.00999999999999,0.0,1.0,1.0,1.0,1.0,1.0,0.54,0.2857142857142857,0.2857142857142857,0.0,0.36249268780475474,0.5,-1.0,-1.0,-1.0,0.26315789473684215,0.0,0.0,0.0,0.0
1454,5936,1454-5936,0,0.10605147858024339,262.18,0.0,0.0,0.0,0.0,0.0,0.0,0.5348837209302326,0.375,0.375,0.0,0.2856944033075667,0.6,-1.0,-1.0,-1.0,0.2962962962962963,0.0,0.0,0.0,0.0
920,3246,920-3246,1,0.843409901810332,12.46,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.17391304347826086,0.25,0.25,0.0,0.5
742,12764,742-12764,0,0.31454556527280186,9.780000000000001,0.0,1.0,1.0,1.0,1.0,1.0,0.4285714285714286,0.3,0.3,0.0,0.3130808307708266,0.6,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0
678,8962,678-8962,1,0.663000427903352,22.64,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.46153846153846156,0.46153846153846156,0.0,0.537955088663661,0.75,-1.0,-1.0,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0
497,16327,497-16327,0,0.4147432351904545,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.41428571428571426,0.35714285714285715,0.35714285714285715,0.0,0.4196805665635833,0.8333333333333334,-1.0,-1.0,-1.0,0.09999999999999998,0.0,0.0,0.0,0.0
547,15266,547-15266,0,0.4130517462115163,8.149999999999999,0.0,1.0,1.0,1.0,1.0,1.0,0.5454545454545454,0.6,0.6,0.0,0.5632264966144163,0.8181818181818182,-1.0,-1.0,-1.0,0.625,0.6666666666666666,0.6666666666666666,0.0,1.0
1269,15877,1269-15877,0,0.39722265495139075,9.05,0.0,1.0,1.0,1.0,1.0,1.0,0.5789473684210527,0.26666666666666666,0.26666666666666666,0.0,0.40665033283452734,0.5,-1.0,-1.0,-1.0,0.25,0.0,0.0,0.0,0.0
8,10248,8-10248,0,0.28639866110320444,14.189999999999998,0.0,1.0,1.0,1.0,1.0,1.0,0.288135593220339,0.2857142857142857,0.2857142857142857,0.0,0.4424651690218193,0.5,-1.0,-1.0,-1.0,0.2222222222222222,0.0,0.0,0.0,0.0
195,9264,195-9264,0,0.37968015273305267,31.22,0.0,1.0,1.0,1.0,1.0,1.0,0.4794520547945206,0.4444444444444444,0.4444444444444444,0.0,0.487970363676686,0.6666666666666666,-1.0,-1.0,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0
967,18153,967-18153,0,0.40764973832968165,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.42105263157894735,0.42105263157894735,0.0,0.41769089211462435,0.6666666666666666,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
672,12918,672-12918,0,0.13042079028717815,-1.0,-1.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.65625,0.35294117647058826,0.35294117647058826,0.0,0.24188556894410934,0.6,-1.0,-1.0,-1.0,0.23809523809523814,0.0,0.0,0.0,0.0
1934,1584,1934-1584,0,0.0,69.17999999999995,0.0,1.0,1.0,1.0,1.0,1.0,0.5952380952380952,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,-1.0,-1.0,-1.0,0.33333333333333337,0.0,0.0,0.0,0.0
81,20177,81-20177,0,0.23816026695080283,15.25,0.0,0.125,0.0,0.0,0.0,0.0,0.5555555555555556,0.5,0.5,0.0,0.4407373185504421,0.7692307692307693,-1.0,-1.0,-1.0,0.2666666666666667,0.0,0.0,0.0,0.0
312,13298,312-13298,0,0.654827380930315,13.689999999999998,0.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.625,0.8571428571428571,0.0,0.8540562317428135,0.7692307692307693,-1.0,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.0
2471,8786,2471-8786,0,0.40291781625686285,2656.51,0.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.5294117647058824,0.5294117647058824,0.0,0.5070043515999276,0.6923076923076923,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
