source_id,target_id,pair_id,label,cosine_tfidf,title_lev,title_jaccard,title_relaxed_jaccard,title_overlap,title_cosine_tfidf,title_containment,price_abs_diff,price_num_equal,modelno_day_diff,modelno_month_diff,modelno_year_diff,brand_lev,brand_jaccard,brand_relaxed_jaccard,brand_overlap,brand_containment,category_lev,category_jaccard,category_relaxed_jaccard,category_overlap,category_containment
1136,18198,1136-18198,0,0.5320790647436314,0.6235294117647059,0.5625,0.5625,0.0,0.5838350040341599,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
753,8205,753-8205,0,0.12138925540517322,0.3873873873873874,0.3157894736842105,0.3157894736842105,0.0,0.2146189979964278,0.5454545454545454,-1.0,-1.0,-1.0,-1.0,-1.0,0.1333333333333333,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
2251,14404,2251-14404,0,0.20508582881218537,0.40963855421686746,0.3333333333333333,0.45454545454545453,0.0,0.36867023878113137,0.6666666666666666,50.89,0.0,-1.0,-1.0,-1.0,0.7142857142857143,0.0,0.6666666666666666,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
700,17837,700-17837,0,0.47022621907567047,0.5833333333333333,0.47368421052631576,0.47368421052631576,0.0,0.5361068901464832,0.6923076923076923,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
284,2675,284-2675,1,0.7138391250233779,0.6617647058823529,0.8571428571428571,0.8571428571428571,0.0,0.7622790595755278,1.0,9.829999999999998,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
725,18405,725-18405,0,0.32137701588660766,0.46399999999999997,0.3,0.3,0.0,0.3225352222843571,0.5294117647058824,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2475,15249,2475-15249,0,0.16930356346322628,0.5930232558139534,0.2631578947368421,0.3333333333333333,0.0,0.21032350395922259,0.45454545454545453,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.0
1605,17203,1605-17203,0,0.32500288103638003,0.5294117647058824,0.3181818181818182,0.3181818181818182,0.0,0.2879815577393948,0.5384615384615384,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.3157894736842105,0.0,0.0,0.0,0.0
887,4725,887-4725,0,0.43932503781718824,0.5,0.35,0.42105263157894735,0.0,0.5531145960047431,0.5384615384615384,502.9899999999998,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
967,18152,967-18152,0,0.3219064209533259,0.46153846153846156,0.28,0.28,0.0,0.2738021799358107,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1070,2487,1070-2487,0,0.0,0.5087719298245614,0.3076923076923077,0.3076923076923077,0.0,0.0,0.5714285714285714,20.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1178,17561,1178-17561,0,0.572841108053224,0.6571428571428571,0.625,0.625,0.0,0.6403080316154881,0.7692307692307693,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
2363,21870,2363-21870,0,0.45505995066665933,0.45614035087719296,0.4074074074074074,0.4074074074074074,0.0,0.4540985883488,0.6470588235294118,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1531,17126,1531-17126,0,0.4834846476040042,0.6442307692307692,0.5238095238095238,0.6,0.0,0.6141951790301051,0.8461538461538461,626.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21052631578947367,0.0,0.0,0.0,0.0
462,6745,462-6745,0,0.48883968376280684,0.37623762376237624,0.34782608695652173,0.34782608695652173,0.0,0.5181966398327194,0.6153846153846154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1979,12918,1979-12918,0,0.41951597832295184,0.44318181818181823,0.4,0.4,0.0,0.44263657221468355,0.6153846153846154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
934,7701,934-7701,0,0.14446045357999046,0.5662650602409638,0.35294117647058826,0.35294117647058826,0.0,0.21188234451967033,0.5454545454545454,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2525,3683,2525-3683,0,0.30382087904051847,0.37142857142857144,0.25,0.25,0.0,0.29940543683372967,0.4166666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1952,7748,1952-7748,0,0.5764290068517257,0.6610169491525424,0.45454545454545453,0.6,0.0,0.4792138329181912,0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0
561,19011,561-19011,0,0.36792071631492496,0.5875,0.42857142857142855,0.42857142857142855,0.0,0.3797555398960075,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
2253,1302,2253-1302,0,0.03687516380349051,0.5,0.42857142857142855,0.5384615384615384,0.0,0.049860725261865774,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0
6,12999,6-12999,0,0.35659271903533013,0.44999999999999996,0.3333333333333333,0.3333333333333333,0.0,0.4177329184768114,0.5833333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1443,12276,1443-12276,0,0.5765543483888904,0.4464285714285714,0.4166666666666667,0.4166666666666667,0.0,0.5211693400962377,0.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2224,10744,2224-10744,0,0.47193148883770153,0.3793103448275862,0.4090909090909091,0.4090909090909091,0.0,0.3898184742953129,0.6923076923076923,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3157894736842105,0.0,0.0,0.0,0.0
2090,19908,2090-19908,0,0.37068149862604194,0.5213675213675213,0.375,0.375,0.0,0.3137475079767781,0.6923076923076923,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2133,5374,2133-5374,0,0.22167256035905492,0.5,0.3076923076923077,0.3076923076923077,0.0,0.42723065630237533,0.5,4.970000000000006,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
978,2340,978-2340,0,0.0,0.4301075268817204,0.375,0.375,0.0,0.0,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2115,21933,2115-21933,0,0.34668908374881524,0.41836734693877553,0.375,0.375,0.0,0.293153049477873,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1513,5543,1513-5543,0,0.44820704704093184,0.4931506849315068,0.4666666666666667,0.5714285714285714,0.0,0.4573256543894715,0.6363636363636364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1363,11757,1363-11757,0,0.23336671279940388,0.2678571428571429,0.5,0.5,0.0,0.368305542726022,0.6666666666666666,16.340000000000003,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0
444,18601,444-18601,0,0.4321483835089629,0.35789473684210527,0.42105263157894735,0.42105263157894735,0.0,0.5829741592901752,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
2546,17381,2546-17381,0,0.35664639657279873,0.5681818181818181,0.21739130434782608,0.2727272727272727,0.0,0.4068419449039024,0.35714285714285715,1650.62,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2430,14687,2430-14687,0,0.4992257420506689,0.6421052631578947,0.47619047619047616,0.47619047619047616,0.0,0.5369035105413758,0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2305,5249,2305-5249,0,0.1288470132280723,0.5060240963855422,0.35294117647058826,0.35294117647058826,0.0,0.14224602090486183,0.6,25.14,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1816,9056,1816-9056,0,0.11776136167128616,0.5540540540540541,0.3333333333333333,0.3333333333333333,0.0,0.15692704052531303,0.625,103.83000000000001,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
1689,7512,1689-7512,0,0.30850196093177473,0.3660714285714286,0.3,0.3,0.0,0.29502287164101115,0.5294117647058824,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
673,15183,673-15183,0,0.38459593389739277,0.39682539682539686,0.35714285714285715,0.46153846153846156,0.0,0.43283777547712143,0.5555555555555556,105.82999999999998,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1192,6608,1192-6608,0,0.08732897709434996,0.4126984126984127,0.2,0.2,0.0,0.10257027015835372,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2433,17845,2433-17845,0,0.7016018389361525,0.5128205128205128,0.5625,0.6666666666666666,0.0,0.6326919615225614,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1069,15015,1069-15015,0,0.1987838152276709,0.484375,0.26666666666666666,0.26666666666666666,0.0,0.2572214503519435,0.4444444444444444,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1578947368421053,0.0,0.0,0.0,0.0
1761,6603,1761-6603,0,0.46281818718879186,0.5892857142857143,0.5185185185185185,0.5185185185185185,0.0,0.5337116654645051,0.7368421052631579,207.19,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.0
2210,16870,2210-16870,0,0.56767762806861,0.6470588235294117,0.5555555555555556,0.5555555555555556,0.0,0.6197203921079687,0.7692307692307693,16.97,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1454,6767,1454-6767,0,0.2353413048305091,0.4901960784313726,0.4444444444444444,0.4444444444444444,0.0,0.36273542904452083,0.6666666666666666,306.27,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.18518518518518523,0.0,0.0,0.0,0.0
1205,8312,1205-8312,0,0.330170095528925,0.3846153846153846,0.16666666666666666,0.16666666666666666,0.0,0.3131384896945365,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1792,10466,1792-10466,0,0.4433273757284154,0.5411764705882354,0.2,0.2,0.0,0.3112089924893235,0.375,4.51,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
144,9986,144-9986,0,0.37009539016179244,0.48958333333333337,0.35294117647058826,0.35294117647058826,0.0,0.2791812880560859,0.6666666666666666,2.120000000000001,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1162,16958,1162-16958,0,0.6265382179368486,0.6799999999999999,0.5,0.5,0.0,0.6290957904134447,0.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14814814814814814,0.0,0.0,0.0,0.0
852,20429,852-20429,0,0.38095575912903035,0.5555555555555556,0.38095238095238093,0.38095238095238093,0.0,0.3394749625738642,0.6153846153846154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
215,10599,215-10599,0,0.46772758444924434,0.5838926174496644,0.4666666666666667,0.4666666666666667,0.0,0.3590745317371663,0.7368421052631579,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
693,18678,693-18678,0,0.3178609023912906,0.47619047619047616,0.42857142857142855,0.42857142857142855,0.0,0.43293153723404254,0.75,29.519999999999996,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11111111111111116,0.0,0.0,0.0,0.0
1963,1019,1963-1019,0,0.04102611019436603,0.5921052631578947,0.3888888888888889,0.47058823529411764,0.0,0.09235225465382413,0.6363636363636364,-1.0,-1.0,-1.0,-1.0,-1.0,0.9090909090909091,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
2549,18325,2549-18325,0,0.328659653779924,0.3513513513513513,0.24,0.24,0.0,0.3413637143284102,0.42857142857142855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2487,19713,2487-19713,0,0.13893770023866314,0.4117647058823529,0.11764705882352941,0.11764705882352941,0.0,0.1670226474831022,0.2222222222222222,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2472,8791,2472-8791,0,0.621941921720641,0.7391304347826086,0.6875,0.6875,0.0,0.6605639239332572,0.8461538461538461,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.3157894736842105,0.0,0.0,0.0,0.0
2018,20646,2018-20646,0,0.13709142195941226,0.5294117647058824,0.21052631578947367,0.21052631578947367,0.0,0.21948757827245996,0.36363636363636365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
278,17506,278-17506,0,0.5086788507841163,0.5568181818181819,0.47368421052631576,0.47368421052631576,0.0,0.5828576406166179,0.6923076923076923,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2082,4739,2082-4739,0,0.6752987049995692,0.5294117647058824,0.6521739130434783,0.6521739130434783,0.0,0.6823380734794151,0.7894736842105263,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2548,18724,2548-18724,0,0.17153561939038958,0.582089552238806,0.42105263157894735,0.42105263157894735,0.0,0.2152492268484465,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
896,10529,896-10529,0,0.15918229955795785,0.3222222222222222,0.3333333333333333,0.3333333333333333,0.0,0.3004046318575313,0.6363636363636364,-1.0,-1.0,27,0,19,0.1428571428571429,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
2089,683,2089-683,0,0.0,0.4772727272727273,0.4,0.5,0.0,0.0,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
65,1172,65-1172,0,0.0,0.6470588235294117,0.4444444444444444,0.625,0.0,0.0,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38888888888888884,0.0,0.3333333333333333,0.0,0.0
2088,17263,2088-17263,1,0.5795805599891832,0.5555555555555556,0.7272727272727273,0.7272727272727273,0.0,0.6984403329551196,1.0,1.0199999999999996,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
967,17837,967-17837,0,0.4668839998969674,0.5824175824175823,0.4090909090909091,0.4090909090909091,0.0,0.441394024985062,0.6923076923076923,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16,15183,16-15183,0,0.3622160154549202,0.47619047619047616,0.25,0.25,0.0,0.3457140045919447,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1454,5936,1454-5936,0,0.10605147858024339,0.25806451612903225,0.25,0.36363636363636365,0.0,0.23112807904105903,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
920,3246,920-3246,1,0.843409901810332,0.6153846153846154,0.6,0.6,0.0,0.8396510783182967,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
742,12764,742-12764,0,0.31454556527280186,0.3666666666666667,0.23076923076923078,0.23076923076923078,0.0,0.2807317217528271,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
678,8962,678-8962,1,0.663000427903352,0.48611111111111116,0.4666666666666667,0.4666666666666667,0.0,0.686287984650403,0.6363636363636364,22.64,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
497,16327,497-16327,0,0.4147432351904545,0.41428571428571426,0.35714285714285715,0.35714285714285715,0.0,0.42830660325746417,0.8333333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999998,0.0,0.0,0.0,0.0
547,15266,547-15266,0,0.4130517462115163,0.5633802816901409,0.47368421052631576,0.47368421052631576,0.0,0.2746643379067888,0.6923076923076923,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1269,15877,1269-15877,0,0.39722265495139075,0.5294117647058824,0.21052631578947367,0.21052631578947367,0.0,0.4519313241993081,0.4444444444444444,9.05,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,10248,8-10248,0,0.28639866110320444,0.3411764705882353,0.21052631578947367,0.21052631578947367,0.0,0.231605897659144,0.36363636363636365,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
195,9264,195-9264,0,0.37968015273305267,0.40217391304347827,0.34782608695652173,0.34782608695652173,0.0,0.43117359241096426,0.5333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
967,18153,967-18153,0,0.40764973832968165,0.46153846153846156,0.36363636363636365,0.36363636363636365,0.0,0.3536461893341504,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
672,12918,672-12918,0,0.13042079028717815,0.5227272727272727,0.2857142857142857,0.2857142857142857,0.0,0.15104198958550025,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1934,1584,1934-1584,0,0.0,0.4661016949152542,0.3,0.3,0.0,0.0,0.5454545454545454,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
81,20177,81-20177,0,0.23816026695080283,0.35922330097087374,0.4,0.4,0.0,0.27300971668978213,0.5882352941176471,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
