source_id,target_id,pair_id,label,cosine_tfidf,title_lev,title_jaccard,title_relaxed_jaccard,title_overlap,title_cosine_tfidf,title_containment,year_abs_diff,year_num_equal,venue_lev,venue_jaccard,venue_relaxed_jaccard,venue_overlap,venue_cosine_tfidf,venue_containment,authors_lev,authors_jaccard,authors_relaxed_jaccard,authors_overlap,authors_cosine_tfidf,authors_containment
95,5659,95-5659,0,0.24016232036963311,0.21276595744680848,0.16666666666666666,0.16666666666666666,0.0,0.2758491375121987,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
794,20719,794-20719,0,0.1726996766053984,0.1707317073170732,0.16666666666666666,0.16666666666666666,0.0,0.28742874114147415,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
990,12798,990-12798,0,0.25080345968705414,0.4042553191489362,0.4,0.4,0.0,0.2890940477736763,0.6666666666666666,-1.0,-1.0,0.4117647058823529,0.25,0.25,0.0,0.39560241113741684,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1082,25283,1082-25283,1,0.616088625051523,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2161,932,2161-932,0,0.0,0.17431192660550454,0.09090909090909091,0.09090909090909091,0.0,0.0,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2455,31743,2455-31743,0,0.45581184646111994,0.15000000000000002,0.4444444444444444,0.4444444444444444,0.0,0.5558412747884357,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
909,38317,909-38317,1,0.7228320170885218,0.518796992481203,0.34615384615384615,0.4,0.0,0.4682966339969945,0.6923076923076923,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1219,41899,1219-41899,0,0.10133245370447705,0.368421052631579,0.16666666666666666,0.16666666666666666,0.0,0.19969970857683322,0.5,-1.0,-1.0,0.023809523809523836,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19,57159,19-57159,0,0.2237023935868603,0.3529411764705882,0.3333333333333333,0.3333333333333333,0.0,0.4586780528711467,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21052631578947367,0.14285714285714285,0.14285714285714285,0.0,0.0,0.3333333333333333
1656,45351,1656-45351,1,0.9164686774796356,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5294117647058824,0.5,0.5,0.0,0.7556233540836211,1.0
1187,4546,1187-4546,1,0.6516147879964787,0.6212121212121212,0.6,0.6,0.0,0.7355109852741812,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.0,0.5141384267562779,0.8333333333333334
558,2895,558-2895,0,0.14252169929323147,0.295774647887324,0.09523809523809523,0.09523809523809523,0.0,0.1323224489584143,0.18181818181818182,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
665,3408,665-3408,0,0.22371102296794634,0.25619834710743805,0.16666666666666666,0.20689655172413793,0.0,0.2383515777881437,0.35714285714285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1207,1852,1207-1852,0,0.0,0.2808988764044944,0.23529411764705882,0.23529411764705882,0.0,0.0,0.6666666666666666,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1953,42525,1953-42525,0,0.24089744433616384,0.3918918918918919,0.3076923076923077,0.3076923076923077,0.0,0.29237192783649524,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
171,1241,171-1241,1,0.02444056422396038,0.28378378378378377,0.25,0.25,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.696969696969697,0.5,0.6666666666666666,0.0,0.0,0.7142857142857143
612,5130,612-5130,0,0.26180487167631417,0.3924050632911392,0.25,0.25,0.0,0.3040817678794327,0.45454545454545453,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1612,21786,1612-21786,0,0.1529444694167249,0.2435897435897436,0.125,0.125,0.0,0.2787272732166034,0.5,-1.0,-1.0,0.24,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2281,2887,2281-2887,0,0.17800222746257666,0.37777777777777777,0.3,0.3,0.0,0.2483208112377345,0.5,-1.0,-1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.6295447388625178,0.5,0.2142857142857143,0.1,0.1,0.0,0.0,0.2
1399,29840,1399-29840,0,0.10111436107411681,0.17391304347826086,0.13333333333333333,0.13333333333333333,0.0,0.13965630490593536,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1829,13738,1829-13738,0,0.13641645667772895,0.3125,0.2222222222222222,0.2222222222222222,0.0,0.21747337297504546,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2001,45908,2001-45908,0,0.18674481524739714,0.25373134328358204,0.16666666666666666,0.16666666666666666,0.0,0.25192614601798413,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
86,48634,86-48634,1,1.0000000000000002,0.8205128205128205,0.7142857142857143,0.7142857142857143,0.0,0.9365301088423112,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0
2212,57630,2212-57630,0,0.14131420810835885,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.0,0.2531631270527932,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21621621621621623,0.0,0.0,0.0,0.0,0.0
1640,11823,1640-11823,0,0.16890391295280985,0.4,0.22727272727272727,0.22727272727272727,0.0,0.22513486710029312,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1342,2113,1342-2113,0,0.02161776752065402,0.25742574257425743,0.23809523809523808,0.23809523809523808,0.0,0.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528,43088,528-43088,0,0.10089297870646943,0.352112676056338,0.15384615384615385,0.25,0.0,0.11757860697602737,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1920,1560,1920-1560,0,0.0730190545608602,0.2924528301886793,0.14814814814814814,0.14814814814814814,0.0,0.07569061213971921,0.2857142857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2506,52821,2506-52821,0,0.11718308038938628,0.40476190476190477,0.13636363636363635,0.13636363636363635,0.0,0.130994401326902,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2151,35798,2151-35798,0,0.19165328532017917,0.3793103448275862,0.16666666666666666,0.16666666666666666,0.0,0.13022301420283594,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5833333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6303826955685717,1.0
1637,1596,1637-1596,0,0.08822088779195589,0.6666666666666667,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
563,59808,563-59808,0,0.09548382371043049,0.24242424242424243,0.12,0.12,0.0,0.1268020629209608,0.42857142857142855,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
254,6397,254-6397,0,0.08685628778179313,0.3008849557522124,0.15384615384615385,0.15384615384615385,0.0,0.10250441946786662,0.2857142857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2272,6326,2272-6326,0,0.131390272661577,0.38095238095238093,0.16666666666666666,0.16666666666666666,0.0,0.20495885158859245,0.42857142857142855,-1.0,-1.0,0.16216216216216217,0.1111111111111111,0.1111111111111111,0.0,0.09779359459310136,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1326,23335,1326-23335,0,0.5248549133298617,0.4363636363636364,0.3333333333333333,0.3333333333333333,0.0,0.5102242538659149,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2342,35760,2342-35760,0,0.28281680949361004,0.21153846153846156,0.1,0.2222222222222222,0.0,0.30213381149312024,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
874,24044,874-24044,0,0.0480610707770055,0.17000000000000004,0.11764705882352941,0.11764705882352941,0.0,0.05682710656117809,0.5,-1.0,-1.0,0.23076923076923073,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1872,44931,1872-44931,0,0.20595898618262704,0.368421052631579,0.13043478260869565,0.13043478260869565,0.0,0.2046636781364317,0.2727272727272727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1842,12676,1842-12676,0,0.03768509932631844,0.31746031746031744,0.13333333333333333,0.13333333333333333,0.0,0.04347255674349714,0.25,-1.0,-1.0,0.07692307692307687,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
933,59279,933-59279,0,0.10754111551341211,0.35185185185185186,0.18181818181818182,0.18181818181818182,0.0,0.1789283102646,0.4,15.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1884,53983,1884-53983,1,0.5311401801372884,0.7272727272727273,0.35714285714285715,0.46153846153846156,0.0,0.5313025715071217,0.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1131,49781,1131-49781,0,0.053574399551882305,0.4347826086956522,0.2,0.2,0.0,0.08983315321127806,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13793103448275867,0.0,0.0,0.0,0.0,0.0
1922,57406,1922-57406,0,0.08674536470234978,0.2894736842105263,0.25,0.25,0.0,0.16014582088679927,1.0,-1.0,-1.0,0.20833333333333337,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1742,36645,1742-36645,1,0.9183493534283885,0.6612903225806452,0.45454545454545453,0.45454545454545453,0.0,0.6927949459162132,0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
280,25877,280-25877,0,0.05261964240701153,0.45614035087719296,0.125,0.125,0.0,0.10098520189418714,0.2857142857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
580,339,580-339,0,0.0,0.3939393939393939,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
584,43284,584-43284,1,0.60225625292632,0.578125,0.4166666666666667,0.5454545454545454,0.0,0.27315056656026854,0.7142857142857143,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2483,10507,2483-10507,0,0.2922372540725949,0.4482758620689655,0.16666666666666666,0.4,0.0,0.3984830436743527,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
207,3882,207-3882,0,0.34353349736146743,0.21621621621621623,0.3125,0.3125,0.0,0.39060490991560515,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2330,7916,2330-7916,0,0.3401082362831253,0.31999999999999995,0.2,0.2,0.0,0.37434940486399015,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1419,58713,1419-58713,0,0.17964784391458094,0.3516483516483516,0.23529411764705882,0.23529411764705882,0.0,0.25042684521429837,0.5714285714285714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1365,18229,1365-18229,0,0.06351911547584824,0.21621621621621623,0.1,0.1,0.0,0.060761323363883825,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
42,2235,42-2235,0,0.10356229447371416,0.37777777777777777,0.2222222222222222,0.2222222222222222,0.0,0.1422709536027086,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
659,17331,659-17331,0,0.19975227972865484,0.3623188405797102,0.2,0.2,0.0,0.1986949177142988,0.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1190,53516,1190-53516,1,0.775095147723356,0.625,0.4666666666666667,0.5714285714285714,0.0,0.5927372435303695,0.7777777777777778,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1913,31541,1913-31541,0,0.1457295473651986,0.2833333333333333,0.14285714285714285,0.14285714285714285,0.0,0.22375965006743334,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1701,26265,1701-26265,0,0.10177223723133294,0.2545454545454545,0.15384615384615385,0.15384615384615385,0.0,0.08666911057516784,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
797,52892,797-52892,0,0.14309409231950918,0.3176470588235294,0.17391304347826086,0.17391304347826086,0.0,0.15045298755663175,0.3076923076923077,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,42009,6-42009,0,0.12551569876416566,0.2909090909090909,0.16,0.16,0.0,0.11984939858709237,0.36363636363636365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2481,53218,2481-53218,1,0.8446636652664307,0.90625,0.625,0.625,0.0,0.9001091538338499,0.8333333333333334,-1.0,-1.0,0.15384615384615385,0.16666666666666666,0.16666666666666666,0.0,0.2887899744605164,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1407,3251,1407-3251,0,0.1673543241655214,0.2857142857142857,0.15789473684210525,0.15789473684210525,0.0,0.2407441577324279,0.3,-1.0,-1.0,0.21739130434782605,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1712,63795,1712-63795,0,0.0877743931494149,0.467741935483871,0.15789473684210525,0.15789473684210525,0.0,0.14720874954005947,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1442,54315,1442-54315,0,0.1623539352817135,0.3414634146341463,0.3333333333333333,0.3333333333333333,0.0,0.336770763948508,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.05714285714285716,0.0,0.0,0.0,0.0,0.0
606,34045,606-34045,0,0.7264762091225604,0.46153846153846156,0.42857142857142855,0.42857142857142855,0.0,0.8587132682877855,1.0,22.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1407,37260,1407-37260,0,0.12757157471338543,0.22857142857142854,0.15,0.15,0.0,0.09736124956458013,0.2727272727272727,-1.0,-1.0,0.5384615384615384,0.3333333333333333,0.3333333333333333,0.0,0.4561838739865693,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1611,38141,1611-38141,0,0.10609424119575056,0.3058823529411765,0.17647058823529413,0.17647058823529413,0.0,0.10979696385106666,0.42857142857142855,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
563,40722,563-40722,0,0.1499368538286786,0.2457627118644068,0.17391304347826086,0.17391304347826086,0.0,0.19828470403722587,0.5714285714285714,3.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1944,26880,1944-26880,0,0.02276542612338228,0.24468085106382975,0.125,0.125,0.0,0.04950183060109691,0.2857142857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2142857142857143,0.0,0.0,0.0,0.0,0.0
1152,21028,1152-21028,0,0.192892119643625,0.28205128205128205,0.26666666666666666,0.26666666666666666,0.0,0.26306213093250747,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.18518518518518523,0.0,0.0,0.0,0.0,0.0
1970,29564,1970-29564,1,0.5889821808746364,0.6842105263157895,0.5714285714285714,0.5714285714285714,0.0,0.9135081741142483,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07692307692307687,0.0,0.0,0.0,0.0,0.0
2232,16106,2232-16106,0,0.09077782455842516,0.16417910447761197,0.07692307692307693,0.07692307692307693,0.0,0.11850148770845204,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2437,45096,2437-45096,0,0.3151750771450801,0.4390243902439024,0.23809523809523808,0.23809523809523808,0.0,0.3308014694043807,0.4166666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1840,43474,1840-43474,0,0.08260929685442475,0.26881720430107525,0.15789473684210525,0.2222222222222222,0.0,0.1432410826478076,0.42857142857142855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1633,33625,1633-33625,0,0.3934229909757043,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
352,50155,352-50155,0,0.2774008539649552,0.32530120481927716,0.15789473684210525,0.15789473684210525,0.0,0.2700130800681373,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
176,15535,176-15535,0,0.11939557819846511,0.375,0.09090909090909091,0.09090909090909091,0.0,0.13492529280967233,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2220,8129,2220-8129,0,0.10523071395827718,0.4,0.2,0.2,0.0,0.16959942856117938,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2030,18418,2030-18418,1,0.9269686411127946,0.5512820512820513,0.5,0.5,0.0,0.595138601515566,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
713,31328,713-31328,0,0.16331756498682692,0.3495145631067961,0.12,0.12,0.0,0.16437371829956676,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2125,6343,2125-6343,0,0.10748997537094676,0.3055555555555556,0.11764705882352941,0.11764705882352941,0.0,0.12805902119844143,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
140,52025,140-52025,0,0.16471328075264366,0.2666666666666667,0.11764705882352941,0.11764705882352941,0.0,0.2105388436397968,0.2857142857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1841,26355,1841-26355,0,0.1384430726185754,0.5238095238095238,0.2,0.2,0.0,0.30441313254072006,0.4,20.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2483,14876,2483-14876,0,0.5235145623200899,0.4642857142857143,0.3333333333333333,0.3333333333333333,0.0,0.6006016323358971,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
950,63151,950-63151,0,0.13521254919938586,0.19696969696969702,0.1875,0.1875,0.0,0.19014366807329636,0.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1965,26315,1965-26315,0,0.09755945756002833,0.3090909090909091,0.17391304347826086,0.22727272727272727,0.0,0.09738450090621859,0.36363636363636365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1524,49333,1524-49333,1,0.5364777104119149,0.35238095238095235,0.4,0.4,0.0,0.5547959154808353,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1272,36669,1272-36669,0,0.18823130044960115,0.25,0.1111111111111111,0.1111111111111111,0.0,0.1972548961090062,0.2,-1.0,-1.0,0.045454545454545414,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
