source_id,target_id,pair_id,label,cosine_tfidf,authors_lev,authors_jaccard,authors_relaxed_jaccard,authors_overlap,authors_cosine_tfidf,authors_containment,year_abs_diff,year_num_equal,venue_lev,venue_jaccard,venue_relaxed_jaccard,venue_overlap,venue_containment,title_lev,title_jaccard,title_relaxed_jaccard,title_overlap,title_cosine_tfidf,title_containment
2562,1409,2562-1409,0,0.008345709316457643,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.31707317073170727,0.15,0.15,0.0,0.013032475120190222,0.2727272727272727
1086,342,1086-342,0,0.014350375278312798,0.39534883720930236,0.2857142857142857,0.2857142857142857,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.08453688791322322,1.0
2313,1042,2313-1042,0,0.005389144704485606,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2183908045977011,0.13043478260869565,0.13043478260869565,0.0,0.011818506399160553,0.3
817,256,817-256,0,0.012077891499247127,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2429906542056075,0.06896551724137931,0.06896551724137931,0.0,0.010716513853645507,0.13333333333333333
385,304,385-304,0,0.008861654333289727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5,0.39534883720930236,0.18181818181818182,0.18181818181818182,0.0,0.0,0.4
1645,927,1645-927,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21818181818181814,0.1875,0.1875,0.0,0.0,1.0
774,826,774-826,1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5157894736842106,0.5,0.5,0.0,0.0,0.8888888888888888
1717,220,1717-220,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.21739130434782605,0.0,0.0,0.0,0.0,0.30508474576271183,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5
1228,1083,1228-1083,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19780219780219777,0.1875,0.1875,0.0,0.0,0.5
644,1479,644-1479,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.17647058823529413,0.25,0.0,0.0,0.3
1160,526,1160-526,0,0.004625812895211753,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08670520231213874,0.08333333333333333,0.08333333333333333,0.0,0.007742378064062932,1.0
2601,226,2601-226,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5846153846153845,0.5555555555555556,0.5555555555555556,0.0,0.0,1.0
2416,976,2416-976,1,0.014764477198012245,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.5647058823529412,1.0,1.0,0.0,0.0,1.0
2037,817,2037-817,0,0.09562334460358313,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25,0.10526315789473684,0.10526315789473684,0.0,0.14623588895646325,0.25
441,1363,441-1363,1,0.009727113009799336,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.5061728395061729,0.4375,0.4375,0.0,0.010289688179167754,1.0
644,1254,644-1254,0,0.024687029259746477,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.28865979381443296,0.2,0.2,0.0,0.0,0.4
2185,1946,2185-1946,0,0.02226665167540464,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.18478260869565222,0.07407407407407407,0.11538461538461539,0.0,0.032775651502180106,0.14285714285714285
107,1334,107-1334,0,0.009396748448544719,0.2777777777777778,0.0,0.36363636363636365,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4565217391304348,0.3076923076923077,0.3076923076923077,0.0,0.024712721794835843,0.5
2414,2045,2414-2045,0,0.0,0.18000000000000005,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.29729729729729726,0.2,0.2,0.0,0.0,0.42857142857142855
229,1609,229-1609,0,0.006380516488788391,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07317073170731703,0.0,0.0,0.0,0.0,0.15441176470588236,0.08333333333333333,0.13043478260869565,0.0,0.0,0.4
1985,1630,1985-1630,0,0.010286567224958956,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4683544303797469,0.15789473684210525,0.2222222222222222,0.0,0.018262262349271207,0.3
688,1938,688-1938,0,0.016449143571504735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5,0.36,0.06896551724137931,0.10714285714285714,0.0,0.0,0.14285714285714285
175,680,175-680,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26436781609195403,0.3076923076923077,0.3076923076923077,0.0,0.0,1.0
341,822,341-822,0,0.013478946460000514,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38888888888888884,0.2727272727272727,0.2727272727272727,0.0,0.029867108973394983,0.5
1530,26,1530-26,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5,0.23584905660377353,0.14285714285714285,0.14285714285714285,0.0,0.0,0.3333333333333333
1511,220,1511-220,0,0.027657348561855796,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23913043478260865,0.1111111111111111,0.17647058823529413,0.0,0.05856693342707882,0.5
690,1906,690-1906,0,0.024194250824027232,0.29230769230769227,0.11764705882352941,0.11764705882352941,0.0,0.0,0.2857142857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26865671641791045,0.13333333333333333,0.13333333333333333,0.0,0.039264932079405006,0.2857142857142857
1927,1408,1927-1408,0,0.007997665125546146,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.29565217391304344,0.06896551724137931,0.10714285714285714,0.0,0.014284031624657788,0.18181818181818182
2162,1225,2162-1225,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.05970149253731338,0.1111111111111111,0.1111111111111111,0.0,1.0,0.21999999999999997,0.14285714285714285,0.23076923076923078,0.0,0.0,0.25
1115,1425,1115-1425,1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.6138613861386139,0.9411764705882353,0.9411764705882353,0.0,0.0,1.0
1380,745,1380-745,0,0.011015512954980114,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.2222222222222222,0.2222222222222222,0.0,0.0,0.4
507,1063,507-1063,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3258426966292135,0.15789473684210525,0.15789473684210525,0.0,0.0,0.3333333333333333
1829,1915,1829-1915,0,0.037907902424440455,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.42592592592592593,0.25,0.25,0.0,0.051098649020795424,0.5
289,1898,289-1898,0,0.006829799030781766,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4642857142857143,0.3125,0.3125,0.0,0.012369615091745015,0.625
20,465,20-465,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.44680851063829785,0.2727272727272727,0.4,0.0,0.0,0.46153846153846156
387,650,387-650,0,0.01173242772772844,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.47619047619047616,0.5,0.5,0.0,0.04428116751322594,0.8
1118,1159,1118-1159,0,0.014252762166615284,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.08955223880597019,0.1,0.1,0.0,0.5,0.35922330097087374,0.2,0.2,0.0,0.0,0.5714285714285714
1251,403,1251-403,0,0.046474404275791165,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5,0.27692307692307694,0.125,0.125,0.0,0.06621288910384936,0.26666666666666666
356,1894,356-1894,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.05882352941176472,0.0,0.0,0.0,0.0,0.28260869565217395,0.09523809523809523,0.09523809523809523,0.0,0.0,0.18181818181818182
21,306,21-306,0,0.0,0.18055555555555558,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23333333333333328,0.1875,0.26666666666666666,0.0,0.0,0.3333333333333333
1866,1854,1866-1854,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5,0.14583333333333337,0.14285714285714285,0.14285714285714285,0.0,0.0,1.0
557,2055,557-2055,0,0.007790923872479348,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5,0.28735632183908044,0.1,0.15789473684210525,0.0,0.0,0.3333333333333333
2364,1883,2364-1883,0,0.01687287361273611,0.2692307692307693,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21739130434782605,0.10526315789473684,0.10526315789473684,0.0,0.0,0.2
1106,929,1106-929,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2913385826771654,0.037037037037037035,0.037037037037037035,0.0,0.0,0.1111111111111111
942,2133,942-2133,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.48275862068965514,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666
1972,1945,1972-1945,0,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.27692307692307694,0.07142857142857142,0.07142857142857142,0.0,0.0,0.16666666666666666
598,1873,598-1873,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0,0.3370786516853933,0.13636363636363635,0.13636363636363635,0.0,0.0,0.3
1274,950,1274-950,0,0.018338785888714664,0.24242424242424243,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.32530120481927716,0.15789473684210525,0.15789473684210525,0.0,0.06682229040976152,0.3
821,94,821-94,0,0.05913133294295347,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3939393939393939,0.17647058823529413,0.25,0.0,0.0795335367305313,0.3333333333333333
420,152,420-152,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3620689655172413,0.23076923076923078,0.23076923076923078,0.0,0.0,0.42857142857142855
2371,2101,2371-2101,0,0.05111288116808532,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.196078431372549,0.05263157894736842,0.05263157894736842,0.0,0.037976096409755696,0.25
2562,2119,2562-2119,0,0.010713565833381958,0.28205128205128205,0.25,0.25,0.0,0.0,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3058823529411765,0.15789473684210525,0.15789473684210525,0.0,0.013356026999262433,0.2727272727272727
1777,1599,1777-1599,0,0.01438322111583955,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2149532710280374,0.15,0.15,0.0,0.0,0.42857142857142855
692,1648,692-1648,0,0.07287143915372436,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1885714285714286,0.06666666666666667,0.06666666666666667,0.0,0.09399961946621792,0.3333333333333333
507,443,507-443,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.18571428571428572,0.05555555555555555,0.05555555555555555,0.0,0.0,0.1111111111111111
1034,1958,1034-1958,0,0.009254758770753517,0.1777777777777778,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3191489361702128,0.2,0.2,0.0,0.015561994845598271,0.5
1985,1236,1985-1236,0,0.013015673891248063,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3116883116883117,0.10714285714285714,0.10714285714285714,0.0,0.022729940835270118,0.25
1692,638,1692-638,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.24626865671641796,0.13043478260869565,0.13043478260869565,0.0,0.0,0.5
2309,2179,2309-2179,1,0.011890413159604502,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5753424657534247,0.5,0.5,0.0,0.02775672930748888,0.8571428571428571
661,1044,661-1044,0,0.018332334508930237,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.30000000000000004,0.23076923076923078,0.23076923076923078,0.0,0.0,0.42857142857142855
1829,879,1829-879,0,0.062403378657380035,0.13793103448275867,0.0,0.0,0.0,0.0,0.0,6.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.31481481481481477,0.15384615384615385,0.15384615384615385,0.0,0.0,0.3333333333333333
1049,242,1049-242,1,0.0,0.38235294117647056,0.8333333333333334,0.8333333333333334,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5714285714285714,0.5454545454545454,0.5454545454545454,0.0,0.0,1.0
