source_id,target_id,pair_id,label,cosine_tfidf,phone_lev,phone_jaccard,phone_relaxed_jaccard,phone_overlap,phone_containment,addr_lev,addr_jaccard,addr_relaxed_jaccard,addr_overlap,addr_cosine_tfidf,addr_containment,name_lev,name_jaccard,name_relaxed_jaccard,name_overlap,name_containment,type_lev,type_jaccard,type_relaxed_jaccard,type_overlap,type_containment,class_abs_diff,class_num_equal,city_lev,city_jaccard,city_relaxed_jaccard,city_overlap,city_containment
241,268,241-268,0,0.01908674180356311,0.6666666666666667,0.2,0.2,0.0,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.6,0.0,0.023104486949252555,0.5,0.08695652173913049,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,189.0,0.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
473,204,473-204,0,0.043509042918692634,0.41666666666666663,0.2,0.2,0.0,0.3333333333333333,0.6923076923076923,0.5,0.5,0.0,0.032802432040908,0.6666666666666666,0.17391304347826086,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,266.0,0.0,1.0,1.0,1.0,1.0,1.0
398,152,398-152,0,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.7894736842105263,0.6,0.6,0.0,0.0,0.75,0.23529411764705888,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,288.0,0.0,0.375,0.0,0.0,0.0,0.0
405,174,405-174,0,0.0,0.41666666666666663,0.2,0.2,0.0,0.3333333333333333,0.8125,0.5,0.5,0.0,0.0,0.6666666666666666,0.19999999999999996,0.0,0.0,0.0,0.0,0.18181818181818177,0.0,0.0,0.0,0.0,303.0,0.0,1.0,1.0,1.0,1.0,1.0
197,260,197-260,0,0.032885891582144125,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.6923076923076923,0.3333333333333333,0.3333333333333333,0.0,0.03094566933514556,0.5,0.1428571428571429,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,153.0,0.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
135,45,135-45,0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.7333333333333334,0.5,0.5,0.0,0.0,0.6666666666666666,0.09523809523809523,0.0,0.0,0.0,0.0,0.18181818181818177,0.0,0.0,0.0,0.0,447.0,0.0,0.18181818181818177,0.0,0.0,0.0,0.0
156,122,156-122,0,0.062403069632810504,0.33333333333333337,0.0,0.0,0.0,0.0,0.6,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.16000000000000003,0.0,0.0,0.0,0.0,0.2142857142857143,0.0,0.0,0.0,0.0,503.0,0.0,0.4545454545454546,0.0,0.0,0.0,0.0
55,273,55-273,1,0.017117999753330955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666,0.16666666666666666,0.0,0.5,0.0,1.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
97,315,97-315,1,0.0,1.0,1.0,1.0,1.0,1.0,0.9,0.5,0.5,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.46153846153846156,0.5,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
452,134,452-134,0,0.0,0.75,0.2,0.2,0.0,0.3333333333333333,0.8666666666666667,0.5,0.5,0.0,0.0,0.6666666666666666,0.3846153846153846,0.25,0.25,0.0,0.5,0.16666666666666663,0.0,0.0,0.0,0.0,216.0,0.0,1.0,1.0,1.0,1.0,1.0
83,104,83-104,0,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.6428571428571428,0.5,0.5,0.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,555.0,0.0,0.07692307692307687,0.0,0.0,0.0,0.0
490,189,490-189,0,0.030920349021564326,0.5,0.2,0.2,0.0,0.3333333333333333,0.8,0.5,0.5,0.0,0.0,0.6666666666666666,0.1578947368421053,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,234.0,0.0,1.0,1.0,1.0,1.0,1.0
427,132,427-132,0,0.05773571022639414,0.5,0.2,0.5,0.0,0.3333333333333333,0.8823529411764706,0.6,0.6,0.0,0.10550420595734532,0.75,0.09090909090909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,1.0,1.0,1.0,1.0,1.0
495,159,495-159,0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.6923076923076923,0.5,0.5,0.0,0.0,0.6666666666666666,0.09090909090909094,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,198.0,0.0,0.07692307692307687,0.0,0.0,0.0,0.0
32,270,32-270,0,0.07476771508042665,0.5,0.2,0.2,0.0,0.3333333333333333,0.6923076923076923,0.3333333333333333,0.3333333333333333,0.0,0.04594697177602302,0.5,0.09999999999999998,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,20.0,0.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
449,290,449-290,0,0.0,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.8235294117647058,0.6,0.6,0.0,0.0,0.75,0.1333333333333333,0.25,0.25,0.0,0.5,0.17647058823529416,0.0,0.0,0.0,0.0,377.0,0.0,1.0,1.0,1.0,1.0,1.0
159,56,159-56,0,0.0,0.41666666666666663,0.2,0.2,0.0,0.3333333333333333,0.8333333333333334,0.5,0.5,0.0,0.0,0.6666666666666666,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,434.0,0.0,0.25,0.0,0.0,0.0,0.0
423,124,423-124,0,0.0,0.8333333333333334,0.5,0.5,0.0,0.6666666666666666,0.8333333333333334,0.75,0.75,0.0,0.0,1.0,0.16666666666666663,0.16666666666666666,0.16666666666666666,0.0,0.5,0.1428571428571429,0.0,0.0,0.0,0.0,235.0,0.0,1.0,1.0,1.0,1.0,1.0
338,259,338-259,0,0.038393907462523635,0.41666666666666663,0.2,0.2,0.0,0.3333333333333333,0.8461538461538461,0.6,0.6,0.0,0.0,0.75,0.08333333333333337,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,297.0,0.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
170,234,170-234,0,0.017728534666686755,0.5,0.2,0.2,0.0,0.3333333333333333,0.7333333333333334,0.5,0.5,0.0,0.058646039216592415,0.6666666666666666,0.16666666666666663,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,151.0,0.0,1.0,1.0,1.0,1.0,1.0
437,139,437-139,0,0.017008531356753252,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.7647058823529411,0.6,0.6,0.0,0.060305585807256507,0.75,0.1333333333333333,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,236.0,0.0,1.0,1.0,1.0,1.0,1.0
11,232,11-232,0,0.0,0.6666666666666667,0.2,0.2,0.0,0.3333333333333333,0.8571428571428572,0.6666666666666666,0.6666666666666666,0.0,0.0,0.8,0.09090909090909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0
373,107,373-107,0,0.007765876694425943,0.5,0.2,0.2,0.0,0.3333333333333333,0.7692307692307692,0.3333333333333333,0.3333333333333333,0.0,0.038739429144087345,0.5,0.05555555555555558,0.0,0.0,0.0,0.0,0.09090909090909094,0.0,0.0,0.0,0.0,268.0,0.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
444,290,444-290,0,0.0,0.6666666666666667,0.2,0.2,0.0,0.3333333333333333,0.8235294117647058,0.6,0.6,0.0,0.0,0.75,0.18518518518518523,0.0,0.0,0.0,0.0,0.09090909090909094,0.0,0.0,0.0,0.0,372.0,0.0,1.0,1.0,1.0,1.0,1.0
90,175,90-175,0,0.0,0.41666666666666663,0.2,0.2,0.0,0.3333333333333333,0.6842105263157895,0.4,0.4,0.0,0.0,0.6666666666666666,0.21212121212121215,0.0,0.0,0.0,0.0,0.23076923076923073,0.0,0.0,0.0,0.0,619.0,0.0,1.0,1.0,1.0,1.0,1.0
393,292,393-292,0,0.0,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.6842105263157895,0.4,0.4,0.0,0.0,0.6666666666666666,0.06451612903225812,0.0,0.0,0.0,0.0,0.18181818181818177,0.0,0.0,0.0,0.0,319.0,0.0,1.0,1.0,1.0,1.0,1.0
479,88,479-88,0,0.027600839346809937,0.25,0.0,0.0,0.0,0.0,0.6923076923076923,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.19999999999999996,0.0,0.0,0.0,0.0,0.08333333333333337,0.0,0.0,0.0,0.0,143.0,0.0,0.23076923076923073,0.0,0.0,0.0,0.0
448,140,448-140,0,0.024304117575419844,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.8235294117647058,0.6,0.6,0.0,0.10798881515677783,0.75,0.15384615384615385,0.0,0.0,0.0,0.0,0.052631578947368474,0.0,0.0,0.0,0.0,226.0,0.0,1.0,1.0,1.0,1.0,1.0
530,327,530-327,0,0.006766128673391721,0.5,0.2,0.2,0.0,0.3333333333333333,0.6666666666666667,0.5,0.5,0.0,0.02116018736542831,0.6666666666666666,0.21052631578947367,0.0,0.0,0.0,0.0,0.18181818181818177,0.0,0.0,0.0,0.0,421.0,0.0,1.0,1.0,1.0,1.0,1.0
59,277,59-277,1,0.0349443864145429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0376970905989806,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
405,148,405-148,0,0.0,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.75,0.5,0.5,0.0,0.0,0.6666666666666666,0.1333333333333333,0.0,0.0,0.0,0.0,0.09090909090909094,0.0,0.0,0.0,0.0,277.0,0.0,1.0,1.0,1.0,1.0,1.0
446,131,446-131,0,0.02462845455416456,0.5,0.2,0.2,0.0,0.3333333333333333,0.8235294117647058,0.6,0.6,0.0,0.08974356886775713,0.75,0.2727272727272727,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,219.0,0.0,1.0,1.0,1.0,1.0,1.0
429,132,429-132,0,0.028258717628378668,0.75,0.5,0.5,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.10133524805911107,1.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,237.0,0.0,1.0,1.0,1.0,1.0,1.0
207,187,207-187,0,0.03009670814857631,0.33333333333333337,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.03027813590355801,0.3333333333333333,0.6,0.3333333333333333,0.3333333333333333,0.0,0.5,0.3846153846153846,0.0,0.0,0.0,0.0,517.0,0.0,0.07692307692307687,0.0,0.0,0.0,0.0
446,139,446-139,0,0.021058191549927652,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.8235294117647058,0.6,0.6,0.0,0.060305585807256507,0.75,0.06666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,1.0,1.0,1.0,1.0,1.0
18,56,18-56,0,0.0,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.7777777777777778,0.5,0.5,0.0,0.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,0.0,0.09090909090909094,0.0,0.0,0.0,0.0
106,324,106-324,1,0.008737476468234091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02610378547380129,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.5,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
438,136,438-136,0,0.0,0.41666666666666663,0.2,0.2,0.0,0.3333333333333333,0.9411764705882353,0.6,1.0,0.0,0.0,0.75,0.1333333333333333,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,232.0,0.0,1.0,1.0,1.0,1.0,1.0
47,265,47-265,1,0.08886400118673063,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,0.2857142857142857,0.2857142857142857,0.0,0.1185134207447443,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,1.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
67,130,67-130,0,0.028252960459521363,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.8235294117647058,0.6,0.6,0.0,0.10133524805911107,0.75,0.21052631578947367,0.2,0.2,0.0,0.5,0.18181818181818177,0.0,0.0,0.0,0.0,597.0,0.0,1.0,1.0,1.0,1.0,1.0
16,45,16-45,0,0.0,0.41666666666666663,0.2,0.2,0.0,0.3333333333333333,0.7333333333333334,0.5,0.5,0.0,0.0,0.6666666666666666,0.1428571428571429,0.0,0.0,0.0,0.0,0.18181818181818177,0.0,0.0,0.0,0.0,563.0,0.0,0.18181818181818177,0.0,0.0,0.0,0.0
363,244,363-244,0,0.020655892164592026,0.5,0.2,0.2,0.0,0.3333333333333333,0.6923076923076923,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
138,223,138-223,0,0.00842102755899387,0.75,0.5,0.5,0.0,0.6666666666666666,0.75,0.5,0.5,0.0,0.031694221013832645,0.6666666666666666,0.19999999999999996,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,130.0,0.0,1.0,1.0,1.0,1.0,1.0
87,305,87-305,1,0.014121680133268808,1.0,1.0,1.0,1.0,1.0,0.64,0.75,0.75,0.0,0.032976435209471806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
32,107,32-107,0,0.04209653705249229,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.8461538461538461,0.6,0.6,0.0,0.03822228742322052,0.75,0.11111111111111116,0.0,0.0,0.0,0.0,0.09090909090909094,0.0,0.0,0.0,0.0,609.0,0.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
41,259,41-259,1,0.021364408830882267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
469,318,469-318,0,0.007238963610323772,0.41666666666666663,0.2,0.2,0.0,0.3333333333333333,0.7692307692307692,0.5,0.5,0.0,0.032795570067487075,0.6666666666666666,0.08333333333333337,0.0,0.0,0.0,0.0,0.20833333333333337,0.0,0.0,0.0,0.0,369.0,0.0,1.0,1.0,1.0,1.0,1.0
93,146,93-146,0,0.0,0.6666666666666667,0.2,0.2,0.0,0.3333333333333333,0.7272727272727273,0.5,0.5,0.0,0.0,0.6666666666666666,0.1785714285714286,0.0,0.0,0.0,0.0,0.07692307692307687,0.0,0.0,0.0,0.0,587.0,0.0,1.0,1.0,1.0,1.0,1.0
446,136,446-136,0,0.0,0.41666666666666663,0.2,0.2,0.0,0.3333333333333333,0.9411764705882353,0.6,1.0,0.0,0.0,0.75,0.06666666666666665,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,224.0,0.0,1.0,1.0,1.0,1.0,1.0
222,259,222-259,0,0.021492843837915852,0.41666666666666663,0.2,0.2,0.0,0.3333333333333333,0.8461538461538461,0.6,0.6,0.0,0.0,0.75,0.08333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
50,268,50-268,1,0.02842572864477817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.022569700111180778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
92,174,92-174,0,0.0,0.41666666666666663,0.2,0.2,0.0,0.3333333333333333,0.75,0.5,0.5,0.0,0.0,0.6666666666666666,0.19999999999999996,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,616.0,0.0,1.0,1.0,1.0,1.0,1.0
433,290,433-290,0,0.0,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.8235294117647058,0.6,0.6,0.0,0.0,0.75,0.1333333333333333,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,361.0,0.0,1.0,1.0,1.0,1.0,1.0
494,314,494-314,0,0.04037846731681561,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.7333333333333334,0.5,0.5,0.0,0.021885872025383384,0.6666666666666666,0.11111111111111116,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,398.0,0.0,1.0,1.0,1.0,1.0,1.0
125,151,125-151,0,0.1234819907678166,0.25,0.0,0.0,0.0,0.0,0.11764705882352944,0.0,0.0,0.0,0.07162500656679646,0.0,0.625,0.3333333333333333,0.3333333333333333,0.0,0.5,0.30000000000000004,0.0,0.0,0.0,0.0,563.0,0.0,0.18181818181818177,0.0,0.0,0.0,0.0
481,312,481-312,0,0.007648448489088757,0.41666666666666663,0.2,0.2,0.0,0.3333333333333333,0.7333333333333334,0.5,0.5,0.0,0.024849152138239936,0.6666666666666666,0.2666666666666667,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,387.0,0.0,1.0,1.0,1.0,1.0,1.0
446,286,446-286,0,0.0,0.6666666666666667,0.2,0.2,0.0,0.3333333333333333,0.8235294117647058,0.6,0.6,0.0,0.0,0.75,0.04761904761904767,0.0,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,378.0,0.0,1.0,1.0,1.0,1.0,1.0
427,139,427-139,0,0.021292038278875148,0.75,0.2,0.2,0.0,0.3333333333333333,0.8235294117647058,0.6,0.6,0.0,0.06278657295707975,0.75,0.2666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,1.0,1.0,1.0,1.0,1.0
479,80,479-80,0,0.0,0.41666666666666663,0.0,0.0,0.0,0.0,0.7692307692307692,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.07692307692307687,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,135.0,0.0,0.23076923076923073,0.0,0.0,0.0,0.0
433,132,433-132,0,0.02613590235621016,0.6666666666666667,0.2,0.2,0.0,0.3333333333333333,0.8823529411764706,0.6,0.6,0.0,0.10550420595734532,0.75,0.0,0.0,0.0,0.0,0.0,0.26315789473684215,0.0,0.0,0.0,0.0,233.0,0.0,1.0,1.0,1.0,1.0,1.0
485,26,485-26,0,0.008349283781051674,0.33333333333333337,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.03400908347934345,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,0.17647058823529416,0.0,0.0,0.0,0.0,75.0,0.0,0.23076923076923073,0.0,0.0,0.0,0.0
90,174,90-174,0,0.0,0.6666666666666667,0.5,0.5,0.0,0.6666666666666666,0.8125,0.5,0.5,0.0,0.0,0.6666666666666666,0.21212121212121215,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,618.0,0.0,1.0,1.0,1.0,1.0,1.0
44,261,44-261,0,0.02994508096471243,0.41666666666666663,0.2,0.2,0.0,0.3333333333333333,0.7692307692307692,0.3333333333333333,0.6,0.0,0.02285376516299259,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.0,1.0
438,128,438-128,0,0.05390253155328778,0.5,0.2,0.2,0.0,0.3333333333333333,0.8823529411764706,0.6,0.6,0.0,0.10212143215096808,0.75,0.0714285714285714,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,224.0,0.0,1.0,1.0,1.0,1.0,1.0
86,181,86-181,0,0.0,0.5,0.2,0.2,0.0,0.3333333333333333,0.782608695652174,0.5714285714285714,0.5714285714285714,0.0,0.0,0.8,0.10526315789473684,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,630.0,0.0,1.0,1.0,1.0,1.0,1.0
21,55,21-55,0,0.0,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.7142857142857143,0.5,0.5,0.0,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,1.0,1.0,1.0,1.0,1.0
105,197,105-197,0,0.009981623623346734,0.5,0.2,0.2,0.0,0.3333333333333333,0.7142857142857143,0.5,0.5,0.0,0.037793891632522315,0.6666666666666666,0.0625,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,627.0,0.0,1.0,1.0,1.0,1.0,1.0
422,184,422-184,0,0.0,0.5,0.2,0.2,0.0,0.3333333333333333,0.6842105263157895,0.4,0.4,0.0,0.0,0.6666666666666666,0.13636363636363635,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,297.0,0.0,1.0,1.0,1.0,1.0,1.0
120,4,120-4,0,0.022198334935633095,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.6818181818181819,0.4,0.4,0.0,0.0,0.6666666666666666,0.1333333333333333,0.0,0.0,0.0,0.0,0.11111111111111116,0.0,0.0,0.0,0.0,421.0,0.0,1.0,1.0,1.0,1.0,1.0
429,125,429-125,0,0.0,0.6666666666666667,0.2,0.2,0.0,0.3333333333333333,0.8235294117647058,0.6,0.6,0.0,0.0,0.75,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,1.0,1.0,1.0,1.0,1.0
88,150,88-150,0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.7,0.5,0.5,0.0,0.0,0.75,0.17647058823529416,0.0,0.0,0.0,0.0,0.23076923076923073,0.0,0.0,0.0,0.0,596.0,0.0,1.0,1.0,1.0,1.0,1.0
422,308,422-308,0,0.0,0.5,0.2,0.2,0.0,0.3333333333333333,0.6842105263157895,0.4,0.4,0.0,0.0,0.6666666666666666,0.12121212121212122,0.0,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,332.0,0.0,1.0,1.0,1.0,1.0,1.0
373,289,373-289,0,0.02974735948234907,0.33333333333333337,0.0,0.0,0.0,0.0,0.5625,0.6,0.6,0.0,0.025635013377102472,0.75,0.1578947368421053,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,302.0,0.0,0.11111111111111116,0.0,0.0,0.0,0.0
82,306,82-306,0,0.0,0.5833333333333333,0.2,0.2,0.0,0.3333333333333333,0.75,0.42857142857142855,0.42857142857142855,0.0,0.0,0.6,0.1428571428571429,0.0,0.0,0.0,0.0,0.23076923076923073,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0
110,309,110-309,0,0.029376926016788395,0.33333333333333337,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.039581499861920555,0.3333333333333333,0.5897435897435898,0.5,0.5,0.0,1.0,0.2142857142857143,0.0,0.0,0.0,0.0,19.0,0.0,0.23076923076923073,0.0,0.0,0.0,0.0
