source_id,target_id,pair_id,label,cosine_tfidf,Released_lev,Released_jaccard,Released_relaxed_jaccard,Released_overlap,Released_containment,Genre_lev,Genre_jaccard,Genre_relaxed_jaccard,Genre_overlap,Genre_cosine_tfidf,Genre_containment,CopyRight_lev,CopyRight_jaccard,CopyRight_relaxed_jaccard,CopyRight_overlap,CopyRight_cosine_tfidf,CopyRight_containment,Time_lev,Time_jaccard,Time_relaxed_jaccard,Time_overlap,Time_containment,Album_Name_lev,Album_Name_jaccard,Album_Name_relaxed_jaccard,Album_Name_overlap,Album_Name_containment,Price_lev,Price_jaccard,Price_relaxed_jaccard,Price_overlap,Price_containment,Song_Name_lev,Song_Name_jaccard,Song_Name_relaxed_jaccard,Song_Name_overlap,Song_Name_cosine_tfidf,Song_Name_containment,Artist_Name_lev,Artist_Name_jaccard,Artist_Name_relaxed_jaccard,Artist_Name_overlap,Artist_Name_containment
4056,40142,4056-40142,0,0.06447879124402628,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1985815602836879,0.03571428571428571,0.03571428571428571,0.0,0.01677067175542901,0.1,-1.0,-1.0,-1.0,-1.0,-1.0
1551,41574,1551-41574,0,0.3192296527365287,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.27941176470588236,0.2,0.2,0.0,0.11053374938976795,0.46153846153846156,-1.0,-1.0,-1.0,-1.0,-1.0
2020,28191,2020-28191,0,0.5034903507025776,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.328125,0.24,0.2916666666666667,0.0,0.48454535557083056,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
1405,55640,1405-55640,0,0.5415899745121004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.36986301369863017,0.2,0.2,0.0,0.358207237442776,0.36363636363636365,-1.0,-1.0,-1.0,-1.0,-1.0
380,33288,380-33288,0,0.5056460143071888,0.1875,0.2,0.2,0.0,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.76,0.6,0.6,0.0,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,0.5436893203883495,0.48,0.48,0.0,0.2979736364306895,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
1545,41588,1545-41588,0,0.475116629969826,0.23076923076923073,0.2,0.2,0.0,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.2222222222222222,0.2222222222222222,0.0,0.5119766988678446,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
4236,27814,4236-27814,0,0.2595499476256461,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9047619047619048,0.8,0.8,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3176470588235294,0.11538461538461539,0.11538461538461539,0.0,0.07276704045611654,0.23076923076923078,-1.0,-1.0,-1.0,-1.0,-1.0
4734,31604,4734-31604,0,0.08518479329637227,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.33613445378151263,0.16666666666666666,0.20689655172413793,0.0,0.06520455015551024,0.29411764705882354,0.5,0.5,0.5,0.0,1.0
1236,50715,1236-50715,0,0.45722250613512333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.98,0.75,1.0,0.0,0.9371772672469708,0.8571428571428571,0.25,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3548387096774194,0.043478260869565216,0.043478260869565216,0.0,0.20587725752528352,0.09090909090909091,-1.0,-1.0,-1.0,-1.0,-1.0
4823,20588,4823-20588,1,0.8167346966457988,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2592592592592593,0.25,0.25,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.609375,0.4666666666666667,0.4666666666666667,0.0,0.8352856317208974,0.7777777777777778,-1.0,-1.0,-1.0,-1.0,-1.0
1168,34894,1168-34894,0,0.2938506692669858,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3764044943820225,0.24324324324324326,0.24324324324324326,0.0,0.28343776595743775,0.5294117647058824,-1.0,-1.0,-1.0,-1.0,-1.0
1202,28013,1202-28013,0,0.18610947240443185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.22448979591836737,0.13513513513513514,0.13513513513513514,0.0,0.12316118560920132,0.4166666666666667,-1.0,-1.0,-1.0,-1.0,-1.0
210,19800,210-19800,0,0.11139556341453709,0.125,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,0.14285714285714285,0.3333333333333333,0.0,0.11296103370433493,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3571428571428571,0.15,0.15,0.0,0.03018098765766683,0.2727272727272727,1.0,1.0,1.0,1.0,1.0
3376,7414,3376-7414,1,0.8496536683285593,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6883720930232557,0.6842105263157895,0.6842105263157895,0.0,0.7993450073444452,0.8666666666666667,-1.0,-1.0,-1.0,-1.0,-1.0
5712,35057,5712-35057,1,0.6174377873136415,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2899408284023669,0.2631578947368421,0.2631578947368421,0.0,0.30029195143685417,0.5882352941176471,-1.0,-1.0,-1.0,-1.0,-1.0
303,22290,303-22290,0,0.5338440350000222,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.367741935483871,0.2,0.2,0.0,0.19253983253379603,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
3346,37611,3346-37611,0,0.15801218945399043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25365853658536586,0.1956521739130435,0.1956521739130435,0.0,0.1931483426590157,0.36,-1.0,-1.0,-1.0,-1.0,-1.0
6764,51438,6764-51438,1,0.585024898944784,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2533333333333333,0.15384615384615385,0.25,0.0,0.3488747642847467,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
2021,28403,2021-28403,0,0.17743289249372765,-1.0,-1.0,-1.0,-1.0,-1.0,0.15384615384615385,0.25,0.25,0.0,0.38911759386712336,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25899280575539574,0.0625,0.13333333333333333,0.0,0.08645299056626514,0.18181818181818182,-1.0,-1.0,-1.0,-1.0,-1.0
1084,9523,1084-9523,0,0.41481694293244176,-1.0,-1.0,-1.0,-1.0,-1.0,0.48571428571428577,0.2857142857142857,0.5,0.0,0.26658959919910924,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.29292929292929293,0.12,0.12,0.0,0.14501751591630774,0.25,-1.0,-1.0,-1.0,-1.0,-1.0
1204,28025,1204-28025,0,0.15691993851160937,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22457627118644063,0.18181818181818182,0.18181818181818182,0.0,0.1335411293996575,0.47058823529411764,1.0,1.0,1.0,1.0,1.0
1828,15256,1828-15256,0,0.3276032386036785,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4285714285714286,0.42857142857142855,0.42857142857142855,0.0,0.6,1.0,1.0,1.0,1.0,1.0,0.2716049382716049,0.15,0.15,0.0,0.08249913942980296,0.375,-1.0,-1.0,-1.0,-1.0,-1.0
5147,43656,5147-43656,0,0.439296458601792,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8928571428571429,0.5714285714285714,0.8333333333333334,0.0,0.8206984631509608,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.410958904109589,0.17391304347826086,0.22727272727272727,0.0,0.4068058318068197,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
2694,17169,2694-17169,0,0.5843868751079137,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.33333333333333337,0.23333333333333334,0.23333333333333334,0.0,0.4206291571250533,0.4666666666666667,-1.0,-1.0,-1.0,-1.0,-1.0
592,43689,592-43689,1,0.7993600997631319,-1.0,-1.0,-1.0,-1.0,-1.0,0.5384615384615384,0.5,0.5,0.0,0.7013018974734347,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.4516129032258065,0.5625,0.5625,0.0,0.788303789577944,0.75,-1.0,-1.0,-1.0,-1.0,-1.0
2479,33786,2479-33786,1,0.816194538793601,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.40740740740740744,0.42105263157894735,0.42105263157894735,0.0,0.5103721640091532,0.7272727272727273,-1.0,-1.0,-1.0,-1.0,-1.0
1542,41590,1542-41590,0,0.4655986908443191,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8529411764705882,0.8,0.8,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2857142857142857,0.14285714285714285,0.18518518518518517,0.0,0.2879829171360112,0.4,-1.0,-1.0,-1.0,-1.0,-1.0
5001,3099,5001-3099,1,0.09095183601377084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.202247191011236,0.14285714285714285,0.14285714285714285,0.0,0.14595306333161764,0.5,-1.0,-1.0,-1.0,-1.0,-1.0
2021,28279,2021-28279,0,0.5207008859334061,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22077922077922074,0.07692307692307693,0.07692307692307693,0.0,0.15890281796638456,0.18181818181818182,-1.0,-1.0,-1.0,-1.0,-1.0
6290,47840,6290-47840,0,0.3552801625196369,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.3305785123966942,0.19230769230769232,0.19230769230769232,0.0,0.3798823561069932,0.5,-1.0,-1.0,-1.0,-1.0,-1.0
1193,28006,1193-28006,0,0.18659819243133197,0.1875,0.2,0.2,0.0,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2465753424657534,0.10526315789473684,0.10526315789473684,0.0,0.17955295997144224,0.25,-1.0,-1.0,-1.0,-1.0,-1.0
801,29543,801-29543,0,0.1648000603056431,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.25233644859813087,0.03225806451612903,0.06666666666666667,0.0,0.11116068196131418,0.07142857142857142,-1.0,-1.0,-1.0,-1.0,-1.0
6234,13713,6234-13713,1,0.6949831577785527,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.17333333333333334,0.12121212121212122,0.12121212121212122,0.0,0.5031202676780255,0.4444444444444444,-1.0,-1.0,-1.0,-1.0,-1.0
3349,7362,3349-7362,0,0.5082919679149542,-1.0,-1.0,-1.0,-1.0,-1.0,0.1875,0.42857142857142855,0.42857142857142855,0.0,0.485127626919205,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25,0.0,0.0,0.0,0.0,0.32258064516129037,0.1,0.1,0.0,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,0.2314814814814815,0.06896551724137931,0.10714285714285714,0.0,0.019933161556438417,0.16666666666666666,1.0,1.0,1.0,1.0,1.0
3549,19057,3549-19057,0,0.2803822972845575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22395833333333337,0.17073170731707318,0.2,0.0,0.06527867944570041,0.3888888888888889,1.0,1.0,1.0,1.0,1.0
1625,27515,1625-27515,0,0.17793065872136182,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.16551724137931034,0.034482758620689655,0.034482758620689655,0.0,0.09625026781909705,0.16666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
2749,17161,2749-17161,1,0.6903170565489798,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.34883720930232553,0.1875,0.1875,0.0,0.42123094790248594,0.42857142857142855,-1.0,-1.0,-1.0,-1.0,-1.0
5409,20551,5409-20551,0,0.37534900191529125,-1.0,-1.0,-1.0,-1.0,-1.0,0.1578947368421053,0.25,0.25,0.0,0.5007008642827622,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.18571428571428572,0.045454545454545456,0.09523809523809523,0.0,0.04316522218938293,0.1111111111111111,1.0,1.0,1.0,1.0,1.0
1148,7757,1148-7757,1,0.8104386257560174,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.4,0.4,0.0,0.8612815876506024,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1262,34894,1262-34894,0,0.2938506692669858,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.4438202247191011,0.23255813953488372,0.2926829268292683,0.0,0.23123430185919366,0.4166666666666667,-1.0,-1.0,-1.0,-1.0,-1.0
1309,34898,1309-34898,0,0.24563725268880154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.277992277992278,0.1836734693877551,0.1836734693877551,0.0,0.2192168225396939,0.5,-1.0,-1.0,-1.0,-1.0,-1.0
5071,34920,5071-34920,0,0.1568993119746259,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2622950819672131,0.06666666666666667,0.09090909090909091,0.0,0.06815055795414085,0.17647058823529413,-1.0,-1.0,-1.0,-1.0,-1.0
