source_id,target_id,pair_id,label,cosine_tfidf,authors_lev,authors_jaccard,authors_relaxed_jaccard,authors_overlap,authors_cosine_tfidf,authors_containment,title_lev,title_jaccard,title_relaxed_jaccard,title_overlap,title_cosine_tfidf,title_containment,year_abs_diff,year_num_equal,venue_lev,venue_jaccard,venue_relaxed_jaccard,venue_overlap,venue_containment
2227,2091,2227-2091,1,0.007426571840838938,0.18181818181818177,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
575,650,575-650,0,0.010273564596695713,0.1333333333333333,0.1,0.1,0.0,0.0,0.5,0.625,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
39,323,39-323,0,0.003743046117564727,0.23684210526315785,0.0,0.0,0.0,0.0,0.0,0.5263157894736843,0.2857142857142857,0.2857142857142857,0.0,0.0,0.5,7.0,0.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
2224,1051,2224-1051,0,0.006063480452724454,0.1384615384615384,0.0,0.0,0.0,0.0,0.0,0.32558139534883723,0.375,0.375,0.0,0.039440481205781516,0.6,1.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0
1610,1915,1610-1915,0,0.045821650172947856,0.1470588235294118,0.0,0.0,0.0,0.0,0.0,0.37142857142857144,0.25,0.25,0.0,0.11690576118284852,0.4,5.0,0.0,0.05882352941176472,0.0,0.0,0.0,0.0
1798,493,1798-493,0,0.0,0.2272727272727273,0.0,0.0,0.0,0.0,0.0,0.3137254901960784,0.18181818181818182,0.18181818181818182,0.0,0.0,0.4,3.0,0.0,0.05882352941176472,0.0,0.0,0.0,0.0
373,2239,373-2239,0,0.0,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0.54,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6,1.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0
164,1467,164-1467,1,0.010942558724231215,0.3846153846153846,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.19047619047619047,0.0,0.0,0.0,0.0
1143,1812,1143-1812,0,0.014089540998687797,0.21621621621621623,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.5789473684210527,0.375,0.375,0.0,0.0,0.6,1.0,0.0,0.04347826086956519,0.0,0.0,0.0,0.0
2081,1419,2081-1419,1,0.029950470527554902,0.21052631578947367,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.028314473061395194,1.0,0.0,1.0,0.19047619047619047,0.0,0.0,0.0,0.0
924,1026,924-1026,0,0.01389317715571324,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0.5135135135135135,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0
1189,1969,1189-1969,1,0.057988875563404006,0.3846153846153846,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1611353855842261,1.0,0.0,1.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
331,1701,331-1701,1,0.0,0.24590163934426235,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
2031,1408,2031-1408,0,0.010597051609959846,0.11111111111111116,0.0,0.0,0.0,0.0,0.0,0.2195121951219512,0.2222222222222222,0.2222222222222222,0.0,0.0,0.4,2.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0
1496,1831,1496-1831,0,0.010819678363175515,0.3913043478260869,0.2222222222222222,0.2222222222222222,0.0,0.0,0.4,0.5769230769230769,0.2727272727272727,0.2727272727272727,0.0,0.022279015551660276,0.5,0.0,1.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
135,1441,135-1441,0,0.01622298176195456,0.1875,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.18181818181818182,0.18181818181818182,0.0,0.0,0.3333333333333333,0.0,1.0,0.04761904761904767,0.0,0.0,0.0,0.0
1656,910,1656-910,0,0.0,0.2692307692307693,0.0,0.0,0.0,0.0,0.0,0.3023255813953488,0.21428571428571427,0.21428571428571427,0.0,0.0,0.5,1.0,0.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
1475,1909,1475-1909,0,0.0,0.06707317073170727,0.0,0.0,0.0,0.0,0.0,0.4390243902439024,0.25,0.25,0.0,0.0,0.6666666666666666,4.0,0.0,0.05882352941176472,0.0,0.0,0.0,0.0
1690,1640,1690-1640,0,0.036121467788344824,0.2978723404255319,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.031144480002666515,0.6666666666666666,8.0,0.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
424,1813,424-1813,1,0.017010412692432676,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.02891767331378374,1.0,0.0,1.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
2562,1409,2562-1409,0,0.02786489907050864,0.6153846153846154,0.5714285714285714,0.5714285714285714,0.0,0.0,1.0,0.38095238095238093,0.3333333333333333,0.3333333333333333,0.0,0.027570298047991423,0.5,1.0,0.0,0.3913043478260869,0.0,0.0,0.0,0.0
1086,342,1086-342,0,0.014564316380346309,0.39534883720930236,0.2857142857142857,0.2857142857142857,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.07317073170731703,0.0,0.0,0.0,0.0
2313,1042,2313-1042,0,0.005429927499329609,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.23529411764705888,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6,2.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0
817,256,817-256,0,0.012189005242584585,0.2063492063492064,0.0,0.0,0.0,0.0,0.0,0.32499999999999996,0.25,0.25,0.0,0.036153657677109007,0.5,2.0,0.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
385,304,385-304,0,0.008978236109595843,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.4285714285714286,0.25,0.25,0.0,0.0,0.4,2.0,0.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
1645,927,1645-927,0,0.0,0.18181818181818177,0.2,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
774,826,774-826,1,0.0,0.11764705882352944,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.19047619047619047,0.0,0.0,0.0,0.0
1717,220,1717-220,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,1.0,0.21739130434782605,0.0,0.0,0.0,0.0
1228,1083,1228-1083,0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.475,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,4.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0
644,1479,644-1479,0,0.0,0.21276595744680848,0.0,0.0,0.0,0.0,0.0,0.65,0.375,0.375,0.0,0.0,0.6,1.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0
1160,526,1160-526,0,0.004653934826642799,0.05970149253731338,0.0,0.0,0.0,0.0,0.0,0.625,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,4.0,0.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
2601,226,2601-226,0,0.0,0.1428571428571429,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
2416,976,2416-976,1,0.01495875990794603,0.3508771929824561,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.19047619047619047,0.0,0.0,0.0,0.0
2037,817,2037-817,0,0.0966579525566037,0.17647058823529416,0.0,0.125,0.0,0.0,0.0,0.36585365853658536,0.2222222222222222,0.2222222222222222,0.0,0.18333107646969593,0.4,3.0,0.0,0.04761904761904767,0.0,0.0,0.0,0.0
441,1363,441-1363,1,0.0098221525875009,0.41025641025641024,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.01778924729671106,1.0,0.0,1.0,0.19047619047619047,0.0,0.0,0.0,0.0
644,1254,644-1254,0,0.025289543717736302,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.3,0.3,0.0,0.0,0.6,5.0,0.0,0.08955223880597019,0.1,0.1,0.0,0.5
2185,1946,2185-1946,0,0.022531199162475424,0.25531914893617025,0.0,0.0,0.0,0.0,0.0,0.2407407407407407,0.18181818181818182,0.3,0.0,0.03387707963826744,0.3333333333333333,0.0,1.0,0.04878048780487809,0.0,0.0,0.0,0.0
107,1334,107-1334,0,0.009482614164660882,0.2777777777777778,0.0,0.36363636363636365,0.0,0.0,0.0,0.6285714285714286,0.5,0.5,0.0,0.0,0.6666666666666666,2.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0
2414,2045,2414-2045,0,0.0,0.18000000000000005,0.0,0.0,0.0,0.0,0.0,0.2909090909090909,0.2727272727272727,0.2727272727272727,0.0,0.0,0.5,8.0,0.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
229,1609,229-1609,0,0.006420812076528153,0.2621359223300971,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.07317073170731703,0.0,0.0,0.0,0.0
1985,1630,1985-1630,0,0.010422774451817959,0.23076923076923073,0.0,0.0,0.0,0.0,0.0,0.44897959183673475,0.25,0.25,0.0,0.0,0.42857142857142855,2.0,0.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
688,1938,688-1938,0,0.016621155583376984,0.29230769230769227,0.0,0.0,0.0,0.0,0.0,0.5,0.2222222222222222,0.2222222222222222,0.0,0.0,0.4,2.0,0.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
175,680,175-680,0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.29268292682926833,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.04347826086956519,0.0,0.0,0.0,0.0
341,822,341-822,0,0.013615399583741382,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.5777777777777777,0.3333333333333333,0.3333333333333333,0.0,0.035464663748628125,0.5,5.0,0.0,0.04761904761904767,0.0,0.0,0.0,0.0
1530,26,1530-26,0,0.0,0.20895522388059706,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.3,0.3,0.0,0.0,0.6,2.0,0.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
1511,220,1511-220,0,0.01939051564642418,0.18000000000000005,0.0,0.0,0.0,0.0,0.0,0.4545454545454546,0.2222222222222222,0.375,0.0,0.0,0.5,3.0,0.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
690,1906,690-1906,0,0.04022571496877464,0.29230769230769227,0.11764705882352941,0.11764705882352941,0.0,0.0,0.2857142857142857,0.2941176470588235,0.18181818181818182,0.18181818181818182,0.0,0.07031221706986447,0.3333333333333333,4.0,0.0,0.23529411764705888,0.25,0.25,0.0,0.5
1927,1408,1927-1408,0,0.008057811980873481,0.18604651162790697,0.0,0.0,0.0,0.0,0.0,0.2692307692307693,0.16666666666666666,0.16666666666666666,0.0,0.021470843026190484,0.4,2.0,0.0,0.04761904761904767,0.0,0.0,0.0,0.0
2162,1225,2162-1225,0,0.0,0.1785714285714286,0.0,0.0,0.0,0.0,0.0,0.45238095238095233,0.2222222222222222,0.2222222222222222,0.0,0.0,0.5,2.0,0.0,0.05970149253731338,0.1111111111111111,0.1111111111111111,0.0,1.0
1115,1425,1115-1425,1,0.0,0.3584905660377359,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.19047619047619047,0.0,0.0,0.0,0.0
1380,745,1380-745,0,0.011207741042254374,1.0,1.0,1.0,1.0,0.0,1.0,0.6111111111111112,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
507,1063,507-1063,0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.37209302325581395,0.42857142857142855,0.42857142857142855,0.0,0.0,0.75,3.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0
1829,1915,1829-1915,0,0.038234292949430426,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0.46808510638297873,0.3333333333333333,0.3333333333333333,0.0,0.0950078829914002,0.6,3.0,0.0,0.05882352941176472,0.0,0.0,0.0,0.0
289,1898,289-1898,0,0.0068952109009923065,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.5641025641025641,0.375,0.375,0.0,0.0,0.6,2.0,0.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
20,465,20-465,0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.421875,0.17647058823529413,0.25,0.0,0.0,0.3,1.0,0.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
387,650,387-650,0,0.011922328036388817,0.19047619047619047,0.125,0.125,0.0,0.0,0.5,0.625,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
1118,1159,1118-1159,0,0.014445008605699331,0.14583333333333337,0.0,0.0,0.0,0.0,0.0,0.6851851851851851,0.4,0.4,0.0,0.0,0.5714285714285714,1.0,0.0,0.08955223880597019,0.1,0.1,0.0,0.5
1251,403,1251-403,0,0.046917455708136574,0.22580645161290325,0.0,0.0,0.0,0.0,0.0,0.32835820895522383,0.26666666666666666,0.26666666666666666,0.0,0.10179788997698751,0.4444444444444444,0.0,1.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
356,1894,356-1894,0,0.0,0.21276595744680848,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.1,0.1,0.0,0.0,0.2,0.0,1.0,0.05882352941176472,0.0,0.0,0.0,0.0
21,306,21-306,0,0.0,0.18055555555555558,0.0,0.0,0.0,0.0,0.0,0.18181818181818177,0.23076923076923078,0.23076923076923078,0.0,0.0,0.375,1.0,0.0,0.04347826086956519,0.0,0.0,0.0,0.0
1866,1854,1866-1854,0,0.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
557,2055,557-2055,0,0.007876256442952676,0.23611111111111116,0.0,0.0,0.0,0.0,0.0,0.4411764705882353,0.2857142857142857,0.2857142857142857,0.0,0.0,0.5,3.0,0.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
2364,1883,2364-1883,0,0.017033421129919023,0.2692307692307693,0.0,0.0,0.0,0.0,0.0,0.4375,0.18181818181818182,0.18181818181818182,0.0,0.0,0.4,4.0,0.0,0.14634146341463417,0.0,0.0,0.0,0.0
1106,929,1106-929,0,0.0,0.20481927710843373,0.0,0.0,0.0,0.0,0.0,0.4473684210526315,0.1,0.1,0.0,0.0,0.2,6.0,0.0,0.3913043478260869,0.0,0.0,0.0,0.0
942,2133,942-2133,0,0.027364483424375644,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6111111111111112,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
1972,1945,1972-1945,0,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.3939393939393939,0.125,0.125,0.0,0.0,0.25,2.0,0.0,0.04878048780487809,0.0,0.0,0.0,0.0
598,1873,598-1873,0,0.0,0.23913043478260865,0.0,0.0,0.0,0.0,0.0,0.38983050847457623,0.21428571428571427,0.21428571428571427,0.0,0.0,0.375,2.0,0.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
1274,950,1274-950,0,0.03255340645003829,0.24242424242424243,0.0,0.0,0.0,0.0,0.0,0.25396825396825395,0.21428571428571427,0.21428571428571427,0.0,0.11810438560665412,0.375,4.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0
821,94,821-94,0,0.06015955313112642,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.3333333333333333,0.5,0.0,0.12822673764647502,0.5,2.0,0.0,0.15217391304347827,0.0,0.0,0.0,0.0
420,152,420-152,0,0.0,0.16279069767441856,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.4,2.0,0.0,0.04347826086956519,0.0,0.0,0.0,0.0
2371,2101,2371-2101,0,0.04104327824799253,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.17910447761194026,0.0,0.0,0.0,0.0
2562,2119,2562-2119,0,0.010797692064135308,0.28205128205128205,0.25,0.25,0.0,0.0,0.6666666666666666,0.38095238095238093,0.3333333333333333,0.3333333333333333,0.0,0.022376358027222938,0.5,3.0,0.0,0.17910447761194026,0.0,0.0,0.0,0.0
1777,1599,1777-1599,0,0.014515184557471084,0.18518518518518523,0.0,0.0,0.0,0.0,0.0,0.46808510638297873,0.42857142857142855,0.42857142857142855,0.0,0.0,1.0,5.0,0.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
692,1648,692-1648,0,0.07415032753864424,0.10655737704918034,0.0,0.0,0.0,0.0,0.0,0.59375,0.3333333333333333,0.3333333333333333,0.0,0.12009641040773866,0.5,4.0,0.0,0.15217391304347827,0.0,0.0,0.0,0.0
507,443,507-443,0,0.0,0.18367346938775508,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.1111111111111111,0.1111111111111111,0.0,0.0,0.25,3.0,0.0,0.04347826086956519,0.0,0.0,0.0,0.0
1034,1958,1034-1958,0,0.00933898911885777,0.1777777777777778,0.0,0.0,0.0,0.0,0.0,0.3513513513513513,0.25,0.25,0.0,0.025245289030961876,0.5,4.0,0.0,0.04347826086956519,0.0,0.0,0.0,0.0
1985,1236,1985-1236,0,0.013241186268449532,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.5,0.23076923076923078,0.23076923076923078,0.0,0.0,0.42857142857142855,7.0,0.0,0.14634146341463417,0.0,0.0,0.0,0.0
1692,638,1692-638,0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.28301886792452835,0.2,0.2,0.0,0.0,0.4,0.0,1.0,0.13432835820895528,0.0,0.0,0.0,0.0
2309,2179,2309-2179,1,0.01202896331850154,0.2592592592592593,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.19047619047619047,0.0,0.0,0.0,0.0
661,1044,661-1044,0,0.018545360754833307,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.3913043478260869,0.2727272727272727,0.2727272727272727,0.0,0.0,0.42857142857142855,1.0,0.0,0.04761904761904767,0.0,0.0,0.0,0.0
1829,879,1829-879,0,0.06299543932464571,0.13793103448275867,0.0,0.0,0.0,0.09585890525650229,0.0,0.2978723404255319,0.18181818181818182,0.18181818181818182,0.0,0.0,0.3333333333333333,6.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0
1049,242,1049-242,1,0.0,0.38235294117647056,0.8333333333333334,0.8333333333333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.26086956521739135,0.14285714285714285,0.14285714285714285,0.0,0.5
156,480,156-480,0,0.012939222889254415,0.13207547169811318,0.0,0.0,0.0,0.0,0.0,0.41666666666666663,0.17647058823529413,0.17647058823529413,0.0,0.08468579697305459,0.3333333333333333,2.0,0.0,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.0,1.0
690,1046,690-1046,0,0.017514435425058032,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.29166666666666663,0.3,0.3,0.0,0.0,0.5,5.0,0.0,0.04761904761904767,0.0,0.0,0.0,0.0
2125,883,2125-883,0,0.028927309361158615,0.20454545454545459,0.08333333333333333,0.08333333333333333,0.0,0.0,0.2,0.26530612244897955,0.2,0.2,0.0,0.0,0.4,2.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0
2386,1073,2386-1073,0,0.04090237664715085,0.09677419354838712,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.4,0.4,0.0,0.054752686473010945,0.6666666666666666,2.0,0.0,0.04761904761904767,0.0,0.0,0.0,0.0
